geo_type,region,transportation_type,alternative_name,sub-region,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03
county,Douglas County,driving,NA,Kansas,United States,100,114.82,110.13,119.53,92.15,158.33,115.04,132.9,141.08,112.73,119.61,159.02,192.36,131.01,120.75,115.75,118.39,131.62,171.8,208.32,127.28,127.12,120.2,116.97,128.27,156.05,177.45,133.77,119.37,128.24,113.34,135.25,192.31,228.42,156.84,154.69,129.32,128.08,134.77,182.2,194.12,147.81,141.89,131.11,131.72,142.13,184.35,199.02,149.84,127.17,135.88,157.64,152.51,188.98,181.22,119.84,101.59,109.79,117.16,111.35,123.51,111.32,87.36,93.36,91.32,82.4,85.81,91.3,79.08,56.62,71.7,59.08,68.32,69.15,75.09,68.74,58.8,67.88,68.09,70.11,64.18,69.52,67.56,59.21,69.15,75.99,77.65,73.92,86.48,73.93,43.13,70.23,77.44,83.54,77.4,90.89,90.91,73.1,84.62,90.81,82.34,95.24,95.28,99.57,85.17,94.89,91.42,92.4,102.63,121.42,119.27,90.97,86.37,103.8,103.79,98.18,127.85,121.07,92.37,NA,NA,110.6,117.55,144.18,134.37,122.12,129.57,139.92,138.82,144.24,155.06,156.25,117.7,113.38,129.62,139.01,135.01,164.55,159.8,130.69,143.15,141.73,143.93,149.64,180.04,178.37,140.49,143.2,149.37,157.98,162.44,191.14,196.95,156.81,157.45,160.81,156.66,172.02,180.51,189.64,135.47,146.2,162.21,166.63,173.66,192.09,187.12,154.64,150.19,162.31,165.95,180.47,172.73,134.54,142.07,162.08,161.78,164.71,163.01,198.36,187.15,152.89,155.67,157.9,161.07,170.77,193.54,198.24,157.39,144.88,152.3,158.86,164.91,195.95,196.49,157.17,155.77,167.77,166.85,172.84,203.03,213.87,161.86,176.24,177.58,184.02,184.69,219.23,220.63,171.53,180.48,178.34,180.53,188.55,231.5,264.32,203.48,204.04,203.94,210.88,235.56,285.21,305.24,246.85,230.11,222.78,210.41,214.21,253.99,236.31,195.66,186.47,195.32,196.51,216.08,263.08,255.45,202.77,189.08,177.79,173.95,188.93,230.26,257.7,187.71,178.33,183.9,188.33,200.87,236.57,249.93,177.79,164.57,168.99,174.15,182.36,227.21,225,152.62,156.24,162.14,168.17,176.14,216.93,242.85
county,Ellis County,driving,NA,Kansas,United States,100,114.36,109.61,130.5,129.59,137.11,119.15,133.02,111.98,101.26,115.62,143.29,127.39,112.93,103.95,85.88,107.55,115.9,142.14,126.52,97.62,99.76,95.28,104.09,120.65,137.25,135.74,112.44,107.3,121.77,115.3,128.06,165.51,153.11,133.09,127.92,118.8,124.42,125.47,158.49,153.84,115.76,115.93,103,124.98,144.23,191.86,183.79,139.73,118.31,126.42,118.97,130.36,183.4,201.4,141.33,134.42,136.23,142.42,149.09,191.54,199.06,155.31,151.19,149.23,134.31,124.11,116.98,103.98,81.87,85.36,81.06,86.02,81.73,85.39,76.66,65.44,68.2,71.35,64.68,70.61,76.31,69.36,59.29,73.69,70.51,72.54,71.56,83.86,79.14,46.96,66.49,70.89,74.46,79.66,90.11,85.01,77.36,87.46,88.33,87.67,85.29,101.08,88.43,89.34,92.03,96.16,100.42,106.78,125.47,118.24,101.22,105,109.99,112.54,113.7,143.85,137.39,96.54,NA,NA,113.21,139.83,154.79,159.99,135.71,142,153.67,148.53,164.29,210.9,178.34,151.33,150.98,162.82,163.35,172.19,205.77,197.17,167.4,175.09,165.41,156.99,182.63,235.12,260.94,203.35,167.82,166.49,187.25,206.88,254.05,230.29,193.12,203.53,188.43,189.2,205.17,256.71,284,204.05,207.76,197.17,195.98,233.75,347.94,347.27,247.59,216.07,215.16,228.58,284.7,261.39,177.15,238.29,244.37,214.47,211.84,225.96,314.54,294.48,225.61,202.34,205.28,210.76,246.37,334.66,316.11,251.82,213.42,212.16,216.56,253.6,302.45,311.01,240.99,228.65,204.68,215.9,231.55,288.36,322.71,252.03,230.96,207.2,216.25,240.29,292.03,295.95,264.74,249.09,249.86,272.36,290.92,341.4,316.49,275.54,240.04,200.98,212.96,234.28,282.95,254.37,198.95,189.1,185.19,199.41,219.11,248.5,226.07,188.68,198.39,205.77,218.83,255.84,308.49,239.24,182.49,244.34,188.82,188.68,203.42,253.49,247.13,181.52,198.57,190.71,190.92,234.24,265.93,246.75,187.11,183.37,177.11,179.66,203.91,254.26,229.18,183.96,165.41,170.48,164.33,203.88,237.88,215.51
county,Finney County,driving,NA,Kansas,United States,100,115.08,102.48,97.55,100.67,119.69,84.36,105.14,102.7,95,112.24,119.19,111.99,86.84,99.01,76.23,108.51,115.01,136.04,130.76,82.44,98.37,102.52,112.56,101.92,113.91,117.7,91.31,112.98,104.43,108.37,112.31,137.07,130.83,94.86,119.23,114.15,108.05,100.07,129.9,133.98,93.08,100.71,92.37,112.42,118.3,123.2,121.04,99.22,105.64,116.32,120.18,121.57,133.24,144.2,105.46,108.94,123.55,125.43,125.51,126,118.91,90.95,106.56,95,101.28,89.11,97.16,77.33,61.23,71.76,77.23,81.2,87.23,89.78,69.32,58.35,62.36,63.18,72.37,63.68,72.9,59.84,52,69.17,72.97,72.19,70.73,74.85,73.08,50.59,70.95,76.69,84.21,82.41,95.03,83.43,75.7,84.25,85.31,86.06,88.12,99.29,94.43,80.77,94.54,92.09,98.86,99.22,116.64,97.16,79.21,91.84,103.69,111.07,107.52,113.94,103.16,80.67,NA,NA,109.72,112.34,133.31,119.76,102.06,127.7,128.8,134.91,136.86,161.37,144.63,112.63,113.05,126.11,128.98,150.76,164.46,141.08,115.86,130.86,149.27,139.84,155.37,172.08,157.54,126.39,147.78,123.34,159.31,163.6,168.22,167.79,125.75,147.5,164.38,159.56,165.2,190.67,184.53,140.9,160.8,173.47,168.64,170.91,196.81,223.55,163.78,155.69,155.87,166.48,183.93,187.02,155.91,138.81,163.82,163.75,170.88,170.31,200.85,196.31,150.48,154.03,158.57,165.56,167.36,196.17,202.94,150.83,153.92,157.75,158.78,172.51,195.18,202.09,148.1,160.84,164.24,158.67,173.11,199.11,190.56,148.78,173.32,158.21,164.24,160.62,193.86,206.07,144.41,164.99,152.47,172.19,179.28,211.39,219.79,141.58,163.18,164.14,160.02,172.01,190.28,197.73,139.94,151.12,148.53,162.22,156.65,173.57,166.05,139.48,146.4,157.86,153,181.66,203.48,200.78,157.82,144.7,137.21,142.07,143.74,194.25,208.27,134.91,153.25,143.63,164.81,163.75,180.53,177.76,129.76,158.03,151.12,151.22,160.38,188.79,203.65,140.97,137.78,129.02,150.83,145.73,179.53,180.17
county,Ford County,driving,NA,Kansas,United States,100,102.66,112.91,116.18,118.34,119.24,90.32,101.14,102.94,103.47,109.27,126.06,142.89,92.97,120.42,80.76,125.2,121.24,118.42,120.71,92.77,100.82,100.25,98.41,130.43,147.67,141.01,98.9,108.58,123.77,113.07,116.18,135.78,136.03,119.61,108.62,106.66,112.99,113.93,134.64,149.47,110.78,110.42,116.63,121.61,123.98,141.34,166.22,133.99,132.07,126.06,120.02,139.3,151.35,144.32,116.99,114.99,139.79,155.56,155.96,146.57,138.4,111.11,118.71,114.83,106.29,102.82,113.15,98.2,79.45,88.56,92.4,86.15,102.7,101.14,81.17,69.98,69.2,73.57,79.62,73.69,75.98,68.5,58.17,79.74,77.53,80.64,77.37,91.67,83.66,55.88,74.88,81.58,77.74,89.05,87.21,68.79,67.12,81.05,86.52,82.97,95.67,101.18,79.86,64.05,84.48,85.95,92.52,95.38,101.31,86.85,79,86.52,97.55,98.45,101.67,109.4,97.18,85.29,NA,NA,109.35,118.95,120.67,114.91,112.66,123.45,129.98,144.04,140.97,154.33,137.58,130.8,119.2,134.35,142.4,144.49,154.62,138.19,120.22,137.62,150.53,146.73,148,173.24,171.24,132.84,143.67,127.49,147.55,168.59,176.63,176.47,156.54,161.19,160.91,175.9,173.12,208.09,189.17,168.71,165.44,178.84,182.48,189.79,207.6,205.07,179.33,177.53,189.26,182.72,194.08,204.86,179.21,190.77,177.29,193.63,177.25,195.71,230.19,219.65,185.01,180.02,181.13,183.62,202.45,220.71,276.02,178.88,165.07,146.32,166.71,193.59,227.66,228.1,182.6,183.13,200.9,223.41,231.45,276.27,275.33,230.92,196.9,181.33,202.66,190.73,208.17,216.75,196.45,178.35,186.23,181.62,186.89,216.26,189.26,176.39,172.51,169.73,170.22,187.17,204.04,202.7,156.99,157.84,147.39,163.36,167.24,177.66,175.25,172.88,163.77,168.42,166.99,178.06,228.1,219.36,194.81,181.94,152.25,146.81,172.51,205.64,226.67,158.7,157.03,163.81,169.69,173.2,207.97,213.52,151.96,165.36,171.57,155.76,164.38,215.2,236.4,159.23,144.4,159.15,142.4,163.32,176.35,188.28
county,Franklin County,driving,NA,Kansas,United States,100,93.97,91.99,105.42,80.59,120.95,99.39,104.45,97.53,75.41,93.25,116.05,116.74,96.68,86.09,86.13,92.24,95.75,121.31,131.9,82.13,90.5,94.66,89.81,100.57,117.99,116.38,110.84,90.46,94.06,80.11,89.49,134.82,136.31,107.4,104.53,106.35,99.68,94.42,121.55,127.62,102.14,97.17,94.66,105.1,118.52,148.97,160.41,118.44,98.83,112.33,98.38,109.75,145.9,144.97,120.46,102.55,109.38,116.05,130.17,140.32,111.65,92.48,87.51,83.62,83.87,88.96,94.46,92.07,58.88,72.91,62.76,70.85,60.53,94.99,85.48,60.66,66.92,68.01,64.33,65.26,65.43,59.68,49.58,63.53,75.45,73.23,69.35,82.81,70.48,45.29,68.14,84.88,80.39,78.53,82.17,83.7,71.98,83.78,81.84,76.51,87.3,93.45,85.32,76.75,73.35,77.8,88.07,92.4,105.3,105.34,86.86,85.85,99.31,99.96,100.53,122.93,119.73,96.16,NA,NA,96.24,107.84,127.5,118.2,107.4,123.13,122.2,131.14,131.58,152.77,145.25,125.31,113.02,123.29,115.53,132.47,149.53,142.62,112.78,126.16,118.56,131.22,152.37,173.27,163.77,133.81,134.45,126.24,146.42,146.02,175.41,168.22,130.97,133.04,127.42,127.86,144.08,170.24,164.09,140.03,132.47,133.04,144.28,156.29,192.32,159.97,145.49,139.14,138.82,149.13,174.97,169.43,131.18,143.07,132.71,142.82,141.37,149.94,177.32,169.96,142.66,138.09,139.63,139.02,148.93,182.17,186.37,142.82,134.98,131.01,134.74,143.75,179.9,175.29,140.72,126.85,127.09,137.53,143.31,165.39,174.73,151.76,150.71,152.49,152.37,169.59,199.51,185.32,145.77,146.66,148.52,164.05,161.5,189.32,174.2,164.78,137.89,134.78,141.65,168.01,190.05,181.68,135.42,130.85,134.65,137.16,138.33,168.34,170.32,136.23,129.48,121.8,143.51,164.66,205.58,170.08,135.95,149.05,130,131.86,131.42,159.77,187.06,153.46,137.28,134.37,133.52,144.16,179.05,173.23,148.65,130.25,120.7,132.23,137.81,162.68,176.1,125.72,112.9,115.41,117.27,136.88,175.94,198.38
county,Geary County,driving,NA,Kansas,United States,100,111.73,112.21,131.93,105.99,129.22,94.15,106.52,113.6,90.79,99.97,130.6,129.35,96.01,100.98,101.6,111.92,111.92,154.18,155.8,106.87,112.03,102.9,103.7,116.42,131.93,138.61,110.86,104.26,109.05,102.55,131.16,151.46,130.02,110.7,115.06,115.06,105.96,111.15,138.69,137.55,101.17,105.8,105.35,116.74,119.21,162.03,152.21,117.62,113.97,115.35,115.25,129,169.51,147.55,108.67,111.28,119.58,123.07,135.71,142.02,130.79,113.28,103.99,101.89,98.3,100.69,107.72,101.54,65.75,76.1,72.46,85.6,72.67,94.76,79.78,63.44,65.57,75.94,81.88,77.75,75.76,68.81,63.38,68.65,78.82,76.29,75.28,78.98,80.6,51.25,71.82,84.83,91.51,83.48,94.39,99.73,78.23,88.37,92.63,85.63,99.2,96.86,117.54,95.21,93.99,95.42,92.28,108.28,130.73,142.5,116.07,111.52,107.72,107.8,109.47,126.26,140.29,107.21,NA,NA,109.1,135.55,168.01,162.16,139.78,143.53,143.67,139.33,159.23,201.25,216.23,150.69,137.33,141.83,144.17,150.96,195.18,216.9,151.46,158.59,151.68,154.02,152.29,189.97,232.25,161.71,149.68,152.66,154.82,179.59,213.57,216.79,181.32,151.6,154.98,165.46,177.59,206.04,216.55,153.14,163.38,171.5,171.34,182.28,221.05,228.71,176.77,165.51,185.6,203.49,226.32,231,214.05,184.43,190.93,180.15,179.86,195.85,224.11,217.38,169.08,168.76,168.79,176.45,198.3,233.29,241.94,188.96,165.83,183.08,172.57,194.62,226.88,228.26,166.23,177.43,165.43,177.67,187.55,236.56,248.62,191.67,186.83,188.85,189.04,199.65,250.13,242.74,196.67,200.27,180.44,182.6,207.82,241.59,236.35,186.35,185.13,175.33,171.37,180.1,223.26,217.78,170.89,165.59,160.78,160.72,176.45,196.46,196.46,172.17,168.79,163.04,160.54,181.11,222.38,214.9,185.58,176.93,157.4,153.22,168.33,205.77,190.58,149.18,160.27,160.11,160.38,161.5,197.53,175.55,141.72,146.78,136.93,141.3,155.4,185.18,155.56,127.75,137.49,139.62,129.99,158.25,175.6,164.77
county,Harvey County,driving,NA,Kansas,United States,100,97.06,95.73,113.74,136.55,154.77,92.32,108.11,101.79,76.33,99.68,133.79,126.15,88.56,94.73,85.98,96.56,102.65,128.34,123.71,78.95,92.61,88.27,94.33,97.88,119.8,144.15,88.09,109.18,100.39,89.56,108.32,140.32,154.38,96.63,106.17,106.85,100.25,107.42,137.63,136.59,93.04,95.7,95.23,109.4,117.22,152.3,158.32,95.48,107.17,109.58,110.87,124.93,169.15,155.38,101.29,112.63,111.05,124.21,122.49,137.02,121.2,91.86,98.85,90.24,86.55,88.2,89.78,77.3,57.21,67.14,76.08,72.96,67.68,73.6,60.44,54.59,59.4,69.51,68.22,66.57,65.14,58.36,44.33,67.18,75.61,78.26,73.53,79.23,65.96,36.48,69.3,73.35,72.81,73.96,82.39,84.97,69.58,84.94,83.54,80.27,91.18,92.43,93.9,80.63,92.93,101.36,94.3,108.21,125.22,107.35,82.42,94.94,100.47,103.26,109.07,134.04,130.06,89.53,NA,NA,102.47,125,129.27,130.24,113.59,126.26,128.37,142.68,141.28,170.34,151.97,112.45,105.95,136.05,130.06,143.76,161.84,152.83,121.81,132.07,131.21,134.79,154.66,176.54,179.48,122.42,152.22,158.43,156.53,165.1,192.9,188.88,134.54,139.28,151.11,161.15,166.79,183.72,205.95,134.25,158.21,164.06,172.56,202.04,246.05,288.06,171.34,163.77,166.68,180.7,201.9,177.04,159.07,154.66,182.53,164.85,169.98,176.29,220.59,191.39,143.22,174.03,171.95,164.85,168.72,215.06,191.25,145.27,167.04,178.69,172.99,169.48,210.51,176.65,145.19,160.33,152.91,165.24,177.83,204.88,208.64,151.61,158.03,169.58,162.02,168.54,195.98,197.88,147.7,161.33,156.1,174.68,181.74,218.15,194.51,144.73,151.26,145.8,152.01,159.97,188.95,191.39,138.99,136.33,135.83,138.95,158.46,181.85,177.12,123.42,135.98,141.64,140.03,172.67,227.04,193.69,140.39,153.37,150.04,137.3,151.9,189.89,208.61,147.45,154.12,175.29,149.03,162.48,196.88,207.75,138.02,147.92,136.8,147.27,159.65,193.29,221.05,127.33,126.08,127.22,128.55,165.17,200.14,211.33
county,Jefferson County,driving,NA,Kansas,United States,100,112.74,107.95,119.69,84.37,136.95,110.3,122.4,121.59,75.88,109.94,113.37,142.28,101.63,125.38,128.64,112.2,118.25,136.13,153.12,100.36,93.77,94.85,90.42,118.52,126.47,146.16,112.56,126.92,131.8,81.93,101.45,132.88,158.08,155.28,132.16,118.61,104.88,106.14,150.5,183.65,126.92,126.83,111.92,113.01,117.07,142.46,162.6,133.51,119.6,125.93,124.48,128.09,159.98,157.18,131.53,119.96,135.32,145.62,113.01,124.66,111.02,89.07,95.48,112.2,84.82,90.15,103.25,93.32,79.04,92.05,86.27,92.95,91.78,93.41,93.5,85.73,85.28,83.11,109.39,83.02,86.54,122.85,80.67,99.37,121.77,108.4,91.15,111.65,130.08,59.35,81.75,101.08,107.59,93.41,124.48,133.42,115.54,116.53,109.94,101.9,132.97,134.15,153.21,148.42,120.87,113.73,149.5,156.1,160.34,215.09,143,112.38,133.79,135.68,124.12,161.97,194.04,117.34,NA,NA,129,137.76,169.74,184.73,155.19,162.51,181.03,191.87,166.31,203.43,271.09,194.13,126.83,135.68,171.36,144.35,203.79,240.83,180.94,175.97,180.58,186.81,192.59,251.22,283.83,200.81,180.31,178.41,163.87,214.45,246.25,288.8,216.89,175.52,188.08,179.4,191.24,195.93,237.94,184.82,174.89,189.34,186.9,195.66,245.44,252.94,206.68,166.4,168.2,198.01,210.03,245.35,244.63,206.41,195.57,192.14,190.79,160.61,237.49,264.41,222.04,193.68,194.22,204.7,191.06,240.92,295.03,206.23,150.05,159.53,172.72,202.44,225.2,276.15,173.62,173.98,166.94,175.7,153.84,203.16,268.38,212.01,172.54,180.49,188.8,188.98,226.65,264.77,188.08,166.85,168.11,183.02,169.29,237.13,253.57,196.39,193.68,164.41,169.92,185.28,245.89,267.84,196.39,158.9,157.63,170.91,164.86,194.22,227.64,177.78,150.05,164.32,171,176.69,258.9,328.64,272.54,207.32,156.28,142.28,164.59,215,266.03,181.39,155.47,160.7,159.44,205.96,224.57,268.74,172.45,159.89,136.95,146.79,168.65,231.26,286.72,154.2,164.86,135.32,170.46,163.78,218.52,264.23
county,Johnson County,driving,NA,Kansas,United States,100,108.06,107.45,112.31,74.42,130.08,79.78,98.64,100.26,90.65,97.8,102.14,122.49,81.14,96.57,98.27,103.13,104.67,121.44,127.98,76.85,92.01,102.88,91.14,103.89,115.81,124.1,82.94,97.85,105.63,92.82,101.76,131.53,130.97,93.03,107.32,106.38,105.31,108.65,128.49,133.83,88.3,99.44,101.6,105.53,112.02,132.64,138.65,92.91,101.61,108.21,110.17,114.48,137.1,139.32,92.79,100.43,113.67,116.29,107,110.84,88.26,60.11,75.46,68.58,63,62.94,69.71,57.26,40.56,62.63,44.44,50.53,53.73,58.21,50.76,41.82,54.32,56.51,58.52,56,53.99,50.44,42.45,54.21,59.9,61.85,60.76,68.22,58.83,31.46,58.12,61.02,67.65,62.46,69.53,69.13,53.6,67.72,72.59,68.69,77.01,72.97,76.77,59.36,72.37,74.05,76.41,84.59,94.93,81.83,65.51,70.47,88.59,88.15,86.03,104.66,93.57,67.42,NA,NA,94.27,100.1,115.72,104.54,86.36,111.05,119.95,122.33,125.55,131.03,115.05,86.95,85.91,117.06,125.33,114.55,147.53,128.53,97.22,128.37,132.35,133.05,139.51,157.5,140.27,108.04,132.83,136.6,143.59,155.85,172.94,157.18,116.75,138.46,144.41,146.66,151.35,163.27,153.7,103.52,139.43,148.79,155.7,158.39,172.25,156.09,119.31,139.25,148.23,148.21,153.12,135.39,99.65,94.75,134.66,141.26,147.32,152.97,172.49,156.04,116.42,140.27,144.89,143.31,153.45,168.26,157.91,114.24,127.17,136.4,147.19,154.32,171.07,161.18,119.08,131.22,142.6,136.67,142.69,161.77,157.7,116.86,145.49,147.87,146.47,151.55,164.52,161.36,114.83,137.22,143.32,145.01,150.61,163.26,151.33,113.41,134.5,137.37,139.81,142.56,162.07,151.97,112.2,129.56,134.91,134.96,138.61,155.48,140.19,111.05,120.97,128.95,138.37,142.21,158.36,140.88,108.4,99.87,122.7,125.36,125.04,147.02,161.81,115.85,126.1,130.76,132.76,138.02,157.27,162.2,106.11,120.31,123.74,125,135.46,153.18,153.33,94.95,115.3,118.06,125.5,131.54,151.77,158.11
county,Johnson County,walking,NA,Kansas,United States,100,99.96,100.69,95.79,69.98,136.74,78.76,95.2,96.3,80.27,90.74,101.2,125.71,74.47,90.55,91.08,86.99,91.68,117.38,132.53,88.24,87.87,95.42,86.64,96.33,108.29,134.22,80.43,92,98.01,87.17,99.31,132.33,136.14,92.37,111.18,101.53,99.35,95.31,121.84,143.12,87.99,87.43,91.56,99.63,103.53,135.33,154.07,97.06,99.7,107.74,104.14,108.32,132.83,157.99,97.09,88.95,108.6,113.15,104.14,114.88,95.36,63.8,80.27,78.79,73.27,81.28,83.97,69.34,53.72,81.03,59.52,76,83.66,80.54,77.43,73.94,78.65,83.37,84.24,77.34,59.66,67.7,67.33,69.69,96.19,90.25,84.19,92.14,82.97,38.03,69.68,81.12,82.79,71.02,72.53,90.18,73.66,87.15,96.69,78.65,101.2,82.79,104.65,83.39,98.52,92.19,93.27,108.43,120.59,109.43,89.02,81.65,121.95,111.46,102.59,129.81,122.48,87.2,100.37,80.17,118.74,137.2,158.16,145.73,122.58,143.46,162.45,167.6,164.35,176.06,159.2,118.39,107.93,150.71,164.42,146.32,201.53,162.38,131.96,173.8,181.72,169.68,184.89,189.62,179.14,129.43,162.41,177.27,181.14,199.67,205.32,202.19,136.25,173.94,179.94,178.61,193.19,192.52,198.24,129.58,179.35,186.83,197.27,196.72,213.61,193.55,139.35,174.47,188.15,177.38,183.25,169.15,119.61,125.16,169.85,188.95,185.54,205.08,212.66,201.22,149.38,185,187.82,175.28,197.02,210.16,199.07,130.85,159.01,162.06,181.96,193.16,207.92,219.9,148.48,157.85,177.27,163.21,179.87,205.57,200.83,144.98,184.19,190.8,189.56,186.46,198.62,194.22,143.99,176.34,176.46,186.27,185.05,207.62,206.93,135.37,179.46,173.22,189.16,174.95,204.02,195.5,146.67,165.78,167.72,173.92,167.54,191.96,173.68,144.29,147.58,159.31,168.34,181.17,192.91,174.52,137.04,135.14,154.48,154.76,148.66,178.31,210.14,140.85,165.06,161.11,183.3,173.75,195.12,206.84,131.31,155.84,154.58,165.81,162.64,204,196.72,124.1,147.9,152.29,160.88,163.93,187.66,198.17
county,Labette County,driving,NA,Kansas,United States,100,85.48,84.09,96.53,98.53,104.63,64.79,88.96,99,82.08,89.96,103.4,97.45,69.11,83.01,83.01,88.65,88.11,104.94,89.88,63.63,95.83,88.49,64.17,89.5,112.05,99.92,75.91,98.3,109.19,89.11,93.05,115.29,97.07,95.29,108.88,94.75,93.44,103.24,126.72,104.79,89.5,91.12,99.85,105.1,103.09,124.56,122.47,99.69,110.35,117.45,108.88,116.99,130.42,128.65,109.96,106.1,119.23,103.01,107.18,119.07,112.9,89.65,83.78,81.7,92.2,79.92,80.77,73.98,51.97,70.73,61.24,66.18,70.73,82.24,61.08,52.74,53.9,57.3,71.35,61.78,74.21,56.83,45.71,73.98,59.85,73.05,71.51,71.27,59,45.71,75.83,64.63,81.24,76.37,89.11,73.36,63.71,81.16,85.64,72.43,86.95,86.41,87.18,70.73,75.37,80.77,80.31,95.37,106.02,87.26,75.98,93.98,99.61,87.03,90.58,113.59,101.16,80.08,NA,NA,97.92,110.19,118.76,109.58,100.69,110.81,116.37,121.78,134.44,161.47,121.93,108.73,122.08,113.2,123.78,120.62,143.71,151.35,125.71,137.07,115.75,125.33,135.83,162.47,158.07,136.14,127.64,124.71,116.29,133.13,175.37,181.24,138.84,129.96,139.54,136.45,147.26,170.97,151.58,126.02,143.01,139.92,137.76,141.08,180,149.96,126.8,144.56,132.05,144.09,184.56,168.26,120.15,140.15,140.31,148.03,155.6,150.73,187.26,145.79,132.74,157.92,157.92,155.29,165.25,191.66,154.13,139.07,157.53,158.3,148.11,162.86,183.71,146.49,166.56,140.93,145.87,155.14,161.62,179.54,188.42,139.07,155.98,144.63,177.53,173.13,207.34,182.7,165.87,153.44,147.72,167.8,162.01,189.03,162.24,129.27,156.99,132.2,143.63,170.35,198.76,128.34,123.24,159.15,144.94,141.47,136.29,162.55,131.74,105.41,110.27,124.32,118.84,172.82,210.5,180.23,117.61,164.94,141.7,129.65,148.8,157.68,150.04,125.48,136.99,147.57,145.17,158.38,166.64,170.58,124.86,134.13,124.56,133.2,131.2,171.35,140,106.02,135.06,108.34,151.27,147.72,169.65,164.79
