geo_type,region,transportation_type,alternative_name,sub-region,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03
county,Leavenworth County,driving,NA,Kansas,United States,100,108.4,102.61,115.73,81.8,125.45,90.3,98.84,102.8,85.64,93.81,111.09,124.34,95,99.06,100.88,99.03,105.91,130.88,126.95,89.28,97.1,103.23,100.72,102.91,121.59,131.53,101.54,99.76,106.69,93.55,105.81,136.92,130.77,102.98,109.91,107.24,106.84,106.71,131.79,137.77,103.72,108.33,105.45,108.02,113.87,143.71,141.76,109.46,106.71,113.26,116.47,119.53,148.53,148.57,106.34,101.32,111.65,119.82,112.74,130.89,107.05,77.66,85.63,85,79.97,81.59,85.22,72.53,51.53,71.51,55.36,60.11,66.27,72.85,65.51,53.62,64.51,66.97,69.84,64.93,66.12,67.7,57.65,66.05,72.13,76.27,76.13,80.63,68.81,45.69,72.56,73.3,81.48,77.01,86,90.04,71.78,81.38,89.32,81.39,90.74,91.71,95.92,78.27,88.07,90.75,94.33,102.55,118.68,109.17,86.08,90.84,108.55,112.31,99.33,121.83,117.14,89.21,NA,NA,112.46,114.31,134.81,125.47,123.12,125.85,129.77,134.98,140.12,148.52,143.51,113.09,107.28,129.34,156.81,135.47,157.53,147,119.08,136.85,139.64,149.3,152.31,170.95,161.52,125.99,142.68,144.59,153.9,160.32,180.28,169.37,133.93,153.85,148.84,154.92,163.08,179.07,164.82,116.67,147.54,153.82,148.37,169.75,189.77,177.98,141.75,152.36,152.73,156.97,175.93,162.75,122.17,128.24,156.97,153.53,157.07,158.27,185.37,171.85,130.64,148.72,152.35,154.08,159.12,184.51,180.86,134.15,148.11,153.21,156.9,159.98,184.16,177.27,140.27,146.37,155.02,152,157.24,191.38,193.93,143.27,168.95,158.84,164.37,173.1,193.55,184.49,145.62,157.87,159.19,160.22,168.06,190.46,185.26,144.63,149.79,149.38,154.69,163.75,186.28,178.52,136.35,148.04,149.5,146.48,149.65,178.68,165.88,135.82,135.84,145.01,161.23,173.21,209.86,195.56,169.78,161.8,141.57,141.87,143.49,168.11,195.67,155.2,143.46,151.85,143.9,162.08,191.61,203.78,133.78,135.39,141.57,134.71,145.15,177.96,176.9,111.04,127.67,121.03,124.55,137.64,155.72,160.08
county,Lyon County,driving,NA,Kansas,United States,100,104.74,103.92,116.55,105.98,126.31,105.3,108.23,98.2,70.95,93.2,124.22,123.12,97.6,85.65,88.04,89.23,102.37,124.31,137.42,79.78,93.88,104.71,92.27,106.12,123.27,126.71,102.03,97.35,98.59,82.06,104.91,144.75,141.96,115.51,116.07,96.45,106.49,104.51,144.56,152.37,123.35,99.27,89.34,95.09,114.38,148.25,158.26,125.47,104.29,104.79,115.6,125.21,173.94,152.62,127.33,102.74,109.59,153.92,141.34,143.2,126.14,103.47,98.62,93.99,92.1,91.6,101.38,103.86,75.97,67.63,67.91,67.51,61.48,76.2,60.01,48.76,53.98,57.22,60.15,55.75,66.19,56.88,45.88,56.99,60.89,61.76,62.15,68.5,65.09,40.38,61.68,58.32,64.38,63.06,74.31,74.42,57.13,66.5,69.85,63.25,74.48,83.14,76.62,70.42,74.42,76.59,77.64,76.54,99.07,87.85,73.91,77.16,84.21,90.61,90.58,120.5,99.89,87.14,NA,NA,90.47,113.82,122.05,108.74,105.61,111.65,105.89,111.36,116.95,150.68,136.52,104.37,109.31,114.04,113.54,121.86,151.04,129.98,124.87,112.18,116.3,118.95,131.13,147.72,133.19,122.87,120.76,111.42,120.98,132.52,164.78,149.24,139.03,122.62,121.77,120.42,129.89,156.97,158.09,131.42,139,136.15,151.72,165.43,182.6,169.6,155.58,130.8,140.3,146.81,165.99,168.44,121.77,155.67,144.56,129.55,136.77,136.27,176.23,170.28,141.93,128.62,125.83,134.18,137.2,170.08,174.84,134.86,123.58,128.34,125.49,142.64,169.32,154.17,138.41,117.79,122.84,122.81,142.19,169.91,166.92,151.16,137.51,136.24,130.06,146.36,182.18,174.48,157.53,143.54,136.15,154.74,166.44,203.02,202.28,161.56,146.7,145.66,138.89,146.08,193.94,173.27,146.28,127.04,122.22,123.72,142.19,174.99,161.36,136.8,128.17,116.75,132.04,147.43,202.59,170.59,143.74,165.37,122.62,125.13,131.08,167.63,166.38,140.95,127.19,119.01,118.16,141.74,166.53,170.61,134.46,113.11,112.1,115.48,128.17,170.36,150.93,126.82,116.92,109.25,111.51,132.37,164.1,165.71
county,McPherson County,driving,NA,Kansas,United States,100,95.07,95.83,97.55,95.28,117.06,74.19,89.83,96.21,81.46,101.27,132.29,127.64,83.18,90.66,74.74,80.36,99.28,111.06,142.49,75.84,92.69,82.53,84.77,107.24,118.19,115.99,86.42,89.35,100.21,85.63,94.73,142.87,132.84,93.69,97.9,97.52,99,106.55,134.8,147.69,86.77,93.76,86.32,104.03,114.58,137.25,136.6,116.47,92.45,100.41,101.86,129.63,171.09,161.75,97.55,99.52,112.58,126.22,134.08,132.15,112.65,92.25,96.66,83.8,81.94,85.39,78.5,73.88,50.86,65.13,60.3,70.09,65.23,66.47,59.06,49.45,61.44,61.06,58.17,56.51,57.41,51.21,44.83,63.89,66.09,65.27,64.68,68.09,57.58,35.25,58.75,64.96,65.78,63.16,67.23,77.02,63.92,74.6,84.42,71.67,78.05,83.36,88.94,72.12,75.91,78.05,81.15,88.39,96.93,89.56,83.87,82.22,89.7,91.56,90.04,108.86,97.31,72.92,NA,NA,85.18,107.62,114.99,99.04,92.52,104,112.06,121.3,126.53,154.96,130.74,100.07,98.28,118.19,115.54,128.64,148,134.32,114.23,128.81,119.68,134.25,137.46,179.6,175.02,140.8,126.46,126.64,134.98,136.49,165.27,143,125.02,130.43,128.98,136.22,145.18,149.66,174.91,129.36,135.56,131.36,133.84,152.17,185.15,172.02,140.87,132.01,131.63,149.55,161.89,163.75,113.3,133.7,150.69,143.07,137.46,146.07,180.39,185.35,148.55,134.46,135.91,145.55,151,210.48,195.14,141.32,133.8,133.91,143.14,145.62,183.74,163.13,132.56,130.91,127.74,143.52,139.87,168.88,184.46,139.46,141.18,139.11,141.42,156.75,184.46,192.38,160.61,163.37,161.47,170.3,176.67,193.69,194.11,149.76,133.98,135.08,140.39,140.56,181.67,172.88,140.08,136.97,127.02,137.94,150.93,169.26,163.27,142.45,121.47,126.53,126.74,159.82,195.31,177.84,136.63,139.7,136.08,123.4,133.6,189.83,188.32,132.63,133.22,136.46,145.14,156.89,175.36,184.46,123.05,128.02,130.12,130.08,146.52,173.64,196.24,132.56,119.68,125.64,118.68,135.18,189.32,194.31
county,Miami County,driving,NA,Kansas,United States,100,103.81,99.67,124.43,83.33,131.67,88.03,109.9,100.44,86.92,99.15,105.99,132.67,95.53,100.78,99.04,93.9,99.63,132.34,135.74,88.21,99.78,94.46,87.73,102,123.84,131.86,98.34,107.5,106.98,86.7,102.77,148.08,150.15,111.68,113.9,112.9,106.61,105.47,143.16,151.48,110.86,107.17,105.28,110.24,106.8,141.24,172.03,129.56,105.4,120.69,126.2,125.87,155.25,169.33,125.28,106.1,115,116.78,111.27,134.18,114.78,94.64,96.71,89.17,87.62,91.13,91.35,96.86,60.35,79.79,70.88,82.85,82.22,86.33,87.4,78.09,79.9,89.54,93.64,83.26,79.53,79.75,74.39,88.32,95.34,95.45,93.46,109.79,102.37,55.65,83.81,89.87,96.56,90.61,107.17,119.7,105.14,104.62,115.48,93.42,114.3,106.87,141.76,123.28,108.91,107.35,109.24,129.31,156.76,159.5,121.14,109.5,132.15,120.73,117.37,156.98,175.2,125.09,NA,NA,133.67,134.85,162.71,153.14,149.08,136.29,169.36,159.76,172.65,196.42,201.33,162.12,146.3,155.4,166.85,135.92,207.61,202.77,166.96,154.36,166.48,169.07,181.3,205.99,245.75,190.69,172.54,181.34,185.11,198.6,223.43,242.46,197.6,176.68,172.69,186.14,192.2,211.49,223.32,173.65,177.12,194.9,182.08,175.09,236.07,229.93,194.64,170.07,180.52,193.75,203.84,230.75,218.4,193.72,171.58,181.04,181.45,192.9,222.21,240.91,195.16,191.28,184.41,172.21,197.3,214.12,226.2,167.85,158.09,155.58,180.41,186.25,227.09,230.6,185.62,165.15,158.61,161.97,170.88,202.85,224.43,178.57,167.29,176.2,181.26,189.8,215.74,221.88,161.94,166.15,177.35,176.83,176.42,209.16,224.43,177.57,150.7,164.3,158.5,159.87,209.39,211.49,170.44,150.67,155.95,158.54,164.67,198.34,196.12,167.59,142.98,156.69,164.12,171.54,218.29,209.5,182.63,166,155.28,131.93,150.81,177.46,229.45,170.47,166.78,169.59,166,169.7,207.72,243.98,171.14,151.07,163.3,149.37,170.03,208.24,247.23,141.87,154.4,149.52,178.31,188.91,239.99,328.9
county,Montgomery County,driving,NA,Kansas,United States,100,92.75,95.32,103.23,108.98,113.84,80.68,96.59,99.11,82.04,93.22,112.96,102.85,77.32,91.96,88.31,86.3,100.84,117.07,107.62,73.53,94.62,88.49,68.52,87.18,116.74,100.61,87.28,103.41,105.19,92.8,101.82,141.72,117.82,94.11,108.89,107.02,102.25,128.48,134.61,133.86,103.55,120.39,118.15,115.15,122.08,153.93,156.36,137.65,151.78,139.94,134.28,148.36,174.79,162.77,122.78,142.47,144.11,123.2,132.09,158.61,143.31,115.67,116.79,109.07,102.06,96.4,101.36,86.48,73.25,84.42,76.24,77.6,80.36,96.49,84.85,64.55,64.08,75.35,72.12,69.46,72.59,54.49,55.33,80.45,75.02,86.9,90.83,80.82,66,45.84,62.39,71,82.27,77.64,80.12,88.63,69.5,78.53,76.29,67.31,73.06,82.93,91.86,69.6,84.61,79.09,91.25,96.45,102.62,97.38,76.52,87.28,100.7,101.17,92.28,123.11,109.64,80.82,NA,NA,86.3,105.99,111.27,103.6,92.33,110.15,113.33,117.63,129.19,148.41,128.91,104.35,105.85,111.93,106.59,119.78,146.68,121.75,114.73,124.09,125.54,116.65,132.13,149.11,172.45,126.38,120.58,122.08,139.15,149.35,156.13,153.41,128.02,130.12,134.99,137.65,147.43,164.97,151.17,118.66,139.94,138.17,147.05,167.17,179.42,173.99,132.46,144.43,143.5,151.87,182.51,168.19,129.89,160.9,160.94,146.73,149.16,148.08,178.95,136.16,141.44,150.37,139.43,160.48,164.03,186.16,180.03,143.59,136.2,136.9,148.08,163.66,177.5,167.73,140.08,127.46,140.27,147.33,151.92,169.5,165.95,137.46,149.16,139.52,142.98,150.94,185.17,205.52,153.98,149.44,148.46,163.33,158.79,202.15,179.23,124.65,143.17,133.63,132.83,146.54,175.72,152.81,117.07,126.19,128.25,135.41,138.49,164.17,139.66,113.94,120.86,136.58,128.25,145.65,205.8,159.12,129.98,142.52,126.15,119.36,133.16,198.08,195.84,120.11,134.71,132.79,131.2,146.45,160.9,163.42,126.61,115.67,111.83,125.35,127.46,161.83,139.71,112.77,116.7,117.07,111.04,130.4,155.19,143.73
county,Osage County,driving,NA,Kansas,United States,100,103.85,99.23,123.27,95.29,137.21,118.94,117.4,104.52,77.98,90.77,130.96,139.42,106.06,101.25,93.75,92.79,102.12,132.31,140.77,85,97.12,115.96,101.54,105,127.12,138.46,116.73,87.21,112.12,75.38,99.23,156.25,161.35,135.67,119.23,101.92,116.73,116.25,166.92,150.1,111.63,113.65,108.94,114.71,132.31,153.65,164.04,136.25,128.85,120.19,124.52,134.9,173.75,186.15,136.06,124.62,130.1,150.67,142.02,142.12,130.58,117.4,111.63,107.6,113.75,98.46,104.71,103.27,76.25,85.58,78.75,82.31,72.02,80.67,74.33,73.08,71.92,85.87,87.12,73.56,61.73,78.27,66.06,70.1,91.92,89.52,82.88,101.25,92.69,48.46,70.48,75.77,92.21,82.6,95.1,109.62,99.71,94.23,103.46,76.15,117.79,107.4,128.46,116.44,108.65,90.77,98.27,118.56,149.62,166.54,122.31,100.29,119.52,110.38,107.69,141.25,162.6,123.94,NA,NA,113.65,133.75,155.77,158.08,139.23,141.92,141.15,141.15,164.13,207.5,228.46,170,153.56,151.54,169.04,140.87,210.29,214.13,171.06,150.96,139.81,169.9,195.58,217.21,229.04,209.62,170.77,148.94,155.87,178.94,234.71,256.83,213.27,183.08,175.96,161.06,190.87,243.27,278.17,193.27,166.44,172.4,169.71,190.96,233.56,233.27,214.52,168.56,176.15,204.23,246.92,257.21,224.13,238.46,176.92,167.98,175.96,187.4,245,266.63,210.96,178.17,186.25,167.5,194.71,258.94,259.13,207.79,155.96,165.87,176.83,192.12,233.65,246.25,204.23,145.48,168.37,146.06,169.23,210.67,243.17,201.73,170,154.42,154.42,182.79,225.48,264.71,199.9,159.04,177.6,173.46,176.92,266.63,272.88,207.12,166.83,154.71,151.63,155.96,229.52,241.35,197.5,149.62,158.94,154.13,188.46,216.92,210.1,198.27,128.65,139.71,152.31,170.19,268.37,270.67,236.73,230.29,148.65,139.52,167.4,227.6,237.21,172.69,168.75,155.58,158.85,163.27,230.58,266.44,178.56,154.71,145.87,147.4,166.92,220.48,234.23,165.19,125.48,139.52,151.35,177.21,207.5,228.94
county,Pottawatomie County,driving,NA,Kansas,United States,100,125.14,119.05,119.19,101.82,154.48,108.61,125.91,110.29,90.41,116.67,146.85,155.81,105.32,111.34,123.67,134.31,124.51,140.55,158.75,88.66,109.87,105.11,111.9,120.17,164.36,157.56,114.57,123.88,118.28,102.87,126.82,176.4,174.02,127.31,129.97,126.61,123.67,118.56,164.01,196.57,135.99,119.54,117.51,124.72,139.15,166.88,190.34,180.39,136.2,131.23,140.97,154.55,182.14,195.52,121.85,125.21,135.08,140.9,143.63,138.52,125.98,91.88,118.21,108.33,104.69,108.68,97.06,89.57,67.02,101.75,95.1,89.57,93.56,107.98,88.59,76.05,89.22,108.12,93.63,92.79,91.95,73.25,57.56,89.57,108.82,110.71,94.54,104.13,103.78,49.02,96.01,91.25,108.4,94.96,112.75,128.64,88.59,119.89,129.9,116.53,141.18,120.38,129.41,112.32,120.8,123.11,124.09,138.87,165.41,156.72,110.29,139.71,140.41,135.5,129.55,178.22,155.88,107.14,NA,NA,134.73,153.15,184.73,177.66,141.46,160.78,172.83,175.07,178.85,203.71,212.18,144.68,149.72,176.82,186.41,186.9,229.9,237.32,165.62,189.15,177.94,188.66,200.21,232.84,205.6,161.62,189.71,188.8,192.58,182.35,244.4,224.23,183.61,202.94,191.11,212.04,214.01,235.71,216.95,144.47,168.7,211.48,206.37,201.54,230.95,237.11,169.82,185.78,200.14,197.62,218.07,204.34,201.82,159.59,201.12,178.85,195.17,203.08,231.23,214.01,179.41,203.99,192.93,184.66,221.22,235.92,222.62,162.89,186.2,199.51,216.53,212.82,261.34,236.69,169.4,184.17,187.32,180.25,195.17,235.08,237.25,188.59,201.96,223.18,209.17,218.56,233.61,255.25,184.24,233.12,212.82,233.26,249.93,296.43,298.6,212.04,212.39,205.74,214.92,223.04,267.72,239.01,180.11,198.18,198.25,214.64,197.9,229.48,246.57,159.87,178.5,198.39,212.54,197.97,255.53,243.7,194.33,158.4,189.15,165.69,192.3,237.04,263.87,181.3,192.65,200.21,192.3,201.19,273.18,286.9,172.06,186.06,192.93,193.42,187.68,248.6,241.46,157.63,174.02,177.59,190.69,200.14,246.78,271.5
county,Reno County,driving,NA,Kansas,United States,100,101.8,103.6,100.44,99.74,123.79,89.34,104.21,107.15,80.59,97.65,120.75,110.26,90.44,96.73,73.11,91.78,110.29,120.26,117.63,67.24,98.49,91.21,95.09,99.85,119.98,133.53,91.01,105.83,113.53,87.89,108.42,133.25,129.58,101.25,106.86,112.21,108.84,106.69,136.49,138.09,85.55,104.96,102.11,113.27,124.91,130.55,132.94,94.91,102.46,116.07,113.03,125.81,148.46,158.49,107.89,105.42,117.54,132.65,135.35,126.73,108.64,79.8,99.36,101.01,94.32,88.73,87.19,67.08,52.21,71.58,67.79,77.52,73.22,77.76,60.57,52.7,60.9,69.98,69.52,67.21,69.23,61.21,52.08,67.72,83.18,75.24,71.47,79.28,70.96,40.68,68.38,73.57,78.14,80.83,88.79,87.85,64.01,87.5,93.16,88.14,102.85,95.29,96.8,74.14,90.44,84.25,97.89,105.29,125.02,100.18,85.29,98.16,111.12,114.71,98.36,127.98,124.71,85.2,NA,NA,100.94,132,139.65,123.71,105.2,127.04,135.24,133.14,129.28,162.19,150.55,101.73,105.07,124.25,129.63,138.84,167.89,177.21,135.37,146.34,135.35,156.93,143.73,170.2,164.82,128.33,146.62,148.88,149.17,155.04,193.62,214.01,144.21,150.13,158.22,156.93,169.52,175.46,181.18,126.49,158.33,164.71,163.57,178.79,235.26,219.45,142.65,153.38,158.05,162.02,177.19,189.39,155.09,132.54,165.53,165.5,176.1,170.53,216.58,217.41,162.81,176.49,174.14,170.72,182.59,239.08,278.05,175.02,162.52,154.47,168.6,172.39,197.79,201.82,142.3,155.07,156.78,170.66,167.08,183.95,183.84,125.96,172.57,171.69,171.4,165.02,195.15,187.89,135.33,178.16,166.51,169.3,173.18,202.92,187.87,129.06,148.09,149.54,144.39,168.14,186.49,184.82,136.32,150.66,145.48,155.24,162.74,181.54,171.18,122.57,145.02,156.29,145.13,164.5,211.27,199.41,144.5,132.57,142.74,134.69,173.68,205.81,218.88,149.47,146.86,154.19,166.05,179.56,203.66,196.4,114.52,138.99,136.56,136.21,153.4,209.93,206.73,123.42,133.95,127.94,120.88,150.35,183,182.98
county,Riley County,driving,NA,Kansas,United States,100,115.11,113,127.47,99.17,138.57,114.72,134.52,144.72,127.95,126.8,163.45,177.75,123.67,120.15,125.67,134.68,133.64,177.86,175.07,127.12,125.17,122.88,123.54,131.6,167.74,174.84,128.65,120.44,128.09,118.82,144.92,204.62,190.47,141.56,133.44,129.72,128.47,142.4,171.45,192.48,134.29,123.26,126.77,125.75,137.05,195.89,219.28,154.82,137.92,139.91,142.99,164.22,188.89,154.86,104.34,99.7,102.72,117,115.79,114.72,101.44,81.44,94.58,91,84.93,88.71,98.89,88.5,60.73,72.97,69.58,74.26,68.85,79.58,71.48,59.31,60.95,68.31,68.43,64.45,69.45,64.71,54.41,67.2,70.45,71.51,72.16,75.57,73.17,40.98,64.66,76.11,83.47,77.16,88.72,89.19,69.94,81.66,84.77,78.17,90.2,95.69,102.9,77.39,88.16,84.77,95.38,101.46,117.4,110.56,88.01,103.37,106.9,103.21,100.4,117.56,110.69,90.39,NA,NA,106.42,122.95,148.1,150.25,117.42,130.32,130.86,136.55,138.03,164.29,164.96,115.8,106.64,131.75,135.8,141.89,175.2,169.92,127.04,151.09,143.23,140.94,148.63,181.83,178.41,131.75,141.69,140.52,148.08,157.77,196.72,198.04,143.78,148.66,143.38,150.77,160.68,182.2,184.86,120.01,141.22,153.42,149.54,152.15,171.28,167.5,127.13,141.53,152.06,162.03,166.27,159.69,126.62,116.82,149.55,151.65,151.73,159.66,178.63,170.59,136.42,149.28,150.2,150.78,163.45,182.9,177.44,136.04,145.72,149.31,154.07,162.55,188.99,184.26,128.36,145.21,156.5,149.72,159.92,189.78,227.69,164.36,181.09,181.13,186.72,191.63,232.44,237.92,215.9,246.85,227.72,243.59,269.75,319.41,341.86,252.67,260.66,248.32,239.1,251.25,294.61,274.74,198.02,206.72,213.65,204.41,210.68,250.94,260.18,187.64,187.13,201.74,202,218.9,252.18,225.14,175.9,172.53,166.84,178.95,201.82,249.96,296.3,189.81,183.31,188.81,187.44,201.44,252.39,254.92,183.93,169.75,167.6,172.67,185.21,224.36,243.49,153.46,156.46,156.6,166.24,190.31,223.33,250.42
county,Saline County,driving,NA,Kansas,United States,100,99.03,101.13,111.96,112.29,139.16,88.37,102.63,94.42,93.62,106.96,137.76,156.01,100.05,97.21,81.08,92.67,104.21,129.7,131.14,82.5,94.99,88.62,95.39,107.09,123.59,126.09,94.24,98.45,97.83,95.22,110.68,134.86,152.63,105.38,110.36,104.47,102.64,103.87,140.51,137.21,96.88,102.19,91.5,115.95,140.73,177.45,189.02,140.95,106.51,110.9,111.76,131.29,178.41,190.03,137.47,111.91,115,140.78,156.92,155.84,146.47,115.9,115.52,109.99,107.26,104.69,103.66,94.51,70.46,78.45,73.66,81.44,74.9,83.21,71.98,62.61,59.47,69.24,70.14,69.74,68.37,61.06,48.92,67.38,72.22,69.92,74.68,80.09,74.93,43.87,65.4,70.36,85.67,78.3,85.62,88.24,71.54,87.27,84.25,84.21,95.77,95.84,95.31,77.3,93.31,89.37,99.4,108.06,123.63,106.71,96.75,96.92,105.65,109.02,106.45,134.9,123.96,95.57,NA,NA,114.38,127.86,140.89,138.71,123.41,127.29,131.94,143.19,151.18,195.72,173.89,131.74,128.02,140.89,144.67,161.26,184.43,175.17,140.66,148.2,147.99,157.17,170.21,197.78,192.16,152.42,153.76,160.13,168.39,170.08,204.74,201.15,170.37,167.68,171.61,174.77,183.79,209.13,198.71,152.87,167.22,178.91,177.52,199.02,245.78,230.05,198.05,183.85,190.05,193.78,227.97,216.21,147.29,191.85,199.16,187.44,193.71,203.68,259.67,238.09,184.89,179.96,172.32,185,206.84,240.58,250.61,195.41,178.92,170.12,182.28,197.05,242.9,243.9,182.81,171.67,173.8,182.19,195.44,239.65,252.89,196.7,189.06,198.94,205.62,213.69,258.91,245.87,198.54,197.19,185.87,198.29,209.74,257.05,265.21,197.16,186.44,178.83,175.86,186.91,228.86,248.68,182.94,161.57,162.28,157.98,178.61,202.64,198.69,158.45,148.48,155.11,159.95,184.16,233.04,216.77,170.76,192.03,147.44,147.04,162.04,198.89,214.13,164.94,154.75,156.59,167.2,179.42,218.12,223.99,161.88,145.18,144.63,151.63,158.87,205.76,198.89,154.2,140.55,139.47,145,167.35,200.24,187.15
county,Sedgwick County,driving,NA,Kansas,United States,100,104.7,105.04,105.24,118.11,129.65,83.26,104.02,99.58,90.44,100.96,130.53,132.55,79.43,98.23,86.93,97.66,106.19,127.96,132.99,81.8,95.9,96.87,95.5,103.37,122.29,131.14,87.42,99.95,105.92,92.65,109.15,139.61,150.01,101.53,112.05,112.3,106.52,114.44,134.98,144.93,88.9,102.11,103.21,110.87,123.76,150.93,159.04,98.54,108.09,114.29,112.81,122.49,152.32,157.64,103.6,107.82,114.52,123.21,122.52,131.61,113.45,77.55,92.79,88.68,85.93,87.07,88.9,77.55,52.28,74.52,75.35,68.15,70.68,78.7,64.6,51.57,67.72,70.52,71.63,70.71,74.83,62.27,50.66,69.37,73.67,76.12,77.33,87.55,75.97,41.68,71.38,73.63,85,83.22,90.17,86.75,66.34,89.6,90.57,80.02,95.5,96.98,95.49,72.11,93.65,95.06,97.4,103.02,119.39,103.77,81.61,102.55,115.61,110.86,103.06,130.43,122.34,83.81,NA,NA,110.01,123.01,135.6,125.97,100.12,132.26,139.21,139.75,135.4,159.95,145.7,107,98.63,136.57,143.63,147.27,170.39,163.18,118.83,145.11,143.65,143.75,154.64,176.05,164.54,121.78,146.83,148.77,153.31,158.13,185.57,181.45,130.38,151.24,156.46,154.99,166.11,179.13,186.39,119.43,153.77,160.12,162.36,176.73,206.41,203.62,138.57,153.61,156.79,164.35,172.27,167.05,128.42,114.45,151.26,156.21,156.53,161.63,184.04,174.59,125.32,148.68,153.7,156.54,161.14,185.56,172.89,124.98,146.49,151.89,155.78,161.56,181.2,181.62,130.61,147.39,153.77,155.53,161.25,198.43,188.28,131.98,157.31,163.05,158.37,165.98,183.66,178.51,129.71,152.13,158.98,157.91,168.01,187.8,179.33,127.56,148.3,151.04,152.53,161.83,181.14,175.54,127.54,144.3,145.37,148.85,154.92,177.73,168.13,120.97,137.44,146.62,149.01,160.52,184.62,165.3,126.54,116.74,138.38,133.24,145.3,171.37,176.11,123.25,139.39,144.71,147.13,152.68,178.16,179.21,118.73,132.13,133.99,140.04,145.79,172.12,175.76,111.14,128.62,132.43,134.2,140.74,166.08,164.99
