"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17"
"2387","county","Carlton County","driving","","Minnesota","United States",100,90.27,84.37,106.16,138.54,90.68,107.87,112.33,89.19,94.28,106.68,160.68,153.17,122.58,92.31,87.37,86.63,111.7,148.61,144.82,102.67,88.86,87.93,85.04,102.49,151.99,138.66,113.74,92.28,98.4,103.64,107.02,171.67,158.45,127.26,123.73,105.87,96.4,107.35,163.09,149.05,120.94,95.73,95.8,99.59,114.78,158.52,155.29,132.83,91.61,93.84,107.95,117.45,160.64,141.74,122.65,93.09,98.74,105.72,112.03,125.55,107.84,93.13,81.92,78.24,72.89,69.18,81.84,75.12,49.35,59.71,58.41,56.55,62.01,80.54,52.69,46.16,55.55,57.45,54.14,56.11,54.73,58.56,57.89,67.47,57.48,65.06,71.78,78.09,87.08,43.59,63.24,67.66,65.17,80.36,85.33,100.04,77.05,70.52,78.43,77.57,77.98,111.88,114.85,86.74,80.21,73.75,92.5,111.18,122.5,144.97,98.51,100.33,91.87,113.41,104.94,143.3,128.3,109.17,NA,NA,111.51,120.09,171.52,140.36,124.77,136.65,148.72,150.91,161.46,218.23,192.72,163.2,192.28,139.81,149.02,167.36,195.1,182.51,161.49,158,150.91,160.16,180.73,227.37,203.86,182.77,169.59,143.3,136.13,191.42,245.41,234.24,237.84,174.71,176.64,193.32,182.84,267.25,243.07,234.72,190.35,188.41,203.45,229.22,283.36,292.68,262.31,179.5,214.26,217.23,297.33,310.55,229.34,312.07,209.69,200.52,187.49,228.59,303.6,291.76,262.9,207.2,177.35,209.02,231.49,296.36,269.22,304.79,209.54,174.68,211.4,238.84,328.15,299.29,290.42,214.93,209.88,226.7,247.46,300.82,287.11,292.87,207.09,197.22,221.35,233.68,304.9,286.08,254.36,237.54,218.34,214.63,247.05,307.06,320.31,297.66,222.35,205.57,231.93,260.27,320.5,301.37,278.54,191.42,190.23,208.06,228.93,283.25,260.3,250.84,173.45,175.53,177.05,208.24,321.61,290.64,262.98,266.8,175.6,157.33,177.79,239.66,212.7,211.4,160.94,152.73,160.3,193.32
"2407","county","Carver County","driving","","Minnesota","United States",100,101.16,93.92,102.4,81.05,88.53,77.78,100.39,93.1,96.57,104.17,118.31,133.37,87.48,87.76,91.8,89.67,97.09,114.73,121.38,75.65,84.41,91.14,93.51,103.74,121.41,118.77,78.11,90.99,97.54,91.28,96.6,117.13,129.83,90.95,100.28,116.19,98.05,100.22,124.16,125.87,86.18,95.6,97.26,96.18,99.38,122.97,130.96,87.44,88.59,96.72,97.26,101.26,124.78,129.79,89.62,92.05,93.25,99.03,92.35,104.02,94.01,65.77,72.05,69.56,62.88,56.45,64.21,53.76,43.72,55,55.44,52.48,59.89,66.95,38.73,34.15,52.92,54.5,52.41,56.31,57.04,57.13,52.63,59.31,62.13,60.88,59.37,74.84,70.4,27.16,56.65,59.67,64.88,67.92,83.95,83.61,67.39,73.68,77.51,84.46,83.12,93.79,90.85,70.67,83.57,74.55,92.28,97.16,109.59,102.1,83.46,94.8,96.52,101.19,104.3,118.67,105.68,76.88,NA,NA,104.03,117.79,136.84,111.89,83.72,117.93,124.37,131.96,132.05,146.32,111.24,95.15,101.2,119.36,140.99,146.26,155.05,133.18,115.35,136.18,136.87,147.49,153.84,171.92,146.5,122.94,152.03,142.91,153.81,166.88,181.45,152.81,129.5,154,163.97,169.24,157.09,181.51,155.54,116.86,152.71,166.81,178.42,181.84,181.7,162.84,133.35,146.32,160.99,169.15,170.89,140.58,115.34,111.64,144.64,161.4,163.3,165.37,179.54,154.58,144.52,165.58,160.19,181.35,184.01,187.83,163.32,145.4,161.62,159.67,172.43,175.13,179.74,154.99,131.96,160.63,163.8,171.84,173.96,182.47,158.8,135.16,164.85,167.45,166.88,171.83,184.42,171.9,136.9,169.65,173.67,155.54,178.26,185.01,174.78,139.52,161.85,169.47,167.5,172.14,186.74,163.3,136.43,147.23,156.43,162.53,161.09,176.23,169.9,134.63,145.07,159.23,161.82,163.52,174.35,147.09,123.29,107.07,136.11,137.27,155.09,169.61,171.95,131.1,138.75,146.31,150.5,152.11
"2413","county","Cass County","driving","","Minnesota","United States",100,92.27,87.07,119.48,120.8,110.73,113.49,101.41,94.47,86.23,107.31,151.9,139.86,123.51,86.14,85.11,80.19,95.97,154.94,148.67,109.46,92.6,91.01,88.9,98.08,140.66,149.09,117.75,89.09,96.58,88.38,101.31,173.58,169.6,131.85,119.2,105.95,86.89,111.29,151.29,155.41,125.15,88.48,86.84,85.2,115.18,154,149.18,112.51,91.99,88.34,93.68,108.85,133.21,131.29,110.59,90.26,82.44,93.54,104.4,120.23,107.92,91.19,78.92,71.71,80.56,77.1,86.28,87.54,62.9,68.48,60.66,64.26,80.23,88.71,56.11,52.74,61.31,58.74,56.86,61.41,63.23,65.25,58.08,71.57,72.93,76.3,74,94,79.86,59.58,68.34,75.55,78.36,87.59,107.26,110.49,82.95,91.76,99.02,105.34,97.52,133.68,127.35,110.54,96.07,110.02,117.99,120.8,165.2,167.63,134.75,113.58,127.68,137.42,148.2,204.73,184.4,155.55,NA,NA,140.47,188.15,261.22,211.94,228.38,179.16,187.31,181.12,241.08,350.59,353.68,309.98,333.63,207.49,204.31,237.99,292.97,281.55,255.08,212.55,214.24,223.98,268.2,367.35,361.5,325.29,250.21,207.82,245.01,289.88,408.48,403.56,362.3,258.55,268.52,281.64,300.98,438.22,466.98,396.58,301.41,315.18,324.4,351.76,462.81,504.78,438.64,338.03,349.18,396.77,554.1,648.29,583.23,791.19,437.75,385.25,355.36,396.67,490.35,498.13,456.72,337.24,338.64,364.5,383.84,532.18,497.89,480.75,371.94,356.81,349.46,426.18,547.59,532.93,477.1,331.05,358.5,362.34,400.37,492.41,509.56,479.72,379.02,354.43,363.89,416.21,517.19,535.46,474.29,344.64,319.63,342.67,400.42,457.66,485.25,471.29,327.96,320.89,337.19,378.22,481.73,500.14,452.08,272.22,281.55,289.79,307.12,412.55,426.7,376.35,249.37,238.83,250.49,323.37,532.55,518.88,484.45,444.73,235.04,222.58,245.9,337.52,315.18,258.31,227.96,229.18,224.92,252.55
"2479","county","Chisago County","driving","","Minnesota","United States",100,100.55,90.76,94.99,96.81,85.19,93.93,104.02,94.59,85.22,101.27,124.14,135.78,105.06,88.06,84.22,89.28,96.69,122.42,128.24,98.9,85.15,91.26,93.01,93.98,125.69,132.72,101.96,87.74,88.94,86.62,100.85,133.37,136.01,116.76,112.88,104.46,92.62,103.27,148.33,151.02,112.17,91.33,90.69,91.58,105.13,134.12,145.02,119.5,89.86,101.36,99.84,105.17,140.42,133.06,108.21,92.32,97.04,97.88,95.28,104.87,98.6,86.98,75.17,77.19,67.51,66.89,72.85,75.77,59.37,65.26,63.65,55.21,63.05,76.92,50.24,41.82,62.2,61.87,61.37,61.6,55.87,72.94,74.38,62.56,71.83,67.44,67.23,85.79,90.5,36.44,61.35,65.42,66.06,76.31,91.29,113.43,86.76,77.97,78.91,98.71,85.38,105.31,132.07,99.96,98.25,80.71,97.06,106.41,124.17,165.94,134.33,104.3,96.62,107.98,106.07,140.15,126.1,98.99,NA,NA,104.8,127.36,190.87,135.5,112.88,135.06,137.89,144.42,163.55,249.37,175.95,152.88,191.95,126.26,145.55,161.95,189.91,197.13,186.53,149.58,134.91,150.42,160.61,232.24,224.12,204.87,155.19,134.51,154.57,178.66,263.07,256.7,243.83,159.87,162.22,171.54,166.75,240.29,230.15,241.39,170.43,174.39,177.74,201.86,234.83,270.73,214.63,163.02,170.08,191.31,238.91,261.58,203.63,344.54,203.26,172.8,166.61,182.71,243.43,240.36,235.87,173,151.14,183.31,190.64,227.8,230.44,252.45,180.09,159.79,184.14,200.44,242.79,218.85,232.42,175.42,174.91,192.53,201.63,244.22,237.94,250.98,178.87,179.95,179.86,205.59,254.24,249.12,238.86,181.24,188.99,176.04,203.33,236.84,276.11,267.3,180,182.48,189.84,209.33,252.04,241.28,251.62,162.11,167.01,172.29,181.86,228.61,247,257.55,156.36,158.31,181.72,185.56,239.78,261.92,223.96,292.53,141.73,141.48,160.79,194.39,199.31,185.77,147,147.43,150.43,155.34
"2519","county","Clay County","driving","","Minnesota","United States",100,92.08,85.04,105.88,83.43,67.13,93.08,98.87,95.41,91.02,108.75,140.14,143.23,93.75,90.7,91.07,88.69,100.14,134.94,143.67,91.21,93.05,96.1,95.94,96.19,130.28,143.71,102.72,98.45,104.94,69.12,115.14,150.24,141.77,113.46,113.2,97.12,100.21,113.94,146.85,166.47,131.37,98.94,101.32,104.13,112.78,143.27,147.19,108.35,92.38,98.46,102.88,104.43,136.26,133.12,100.11,104.31,91.94,95.02,105.03,117.61,102.42,74.31,80.24,80.94,73.5,66.81,74.36,60.77,49.71,59.94,69.33,62.61,71.45,76.02,52.9,43.94,59.91,60.05,61.02,46.06,56.11,56.15,45.09,66.44,63.05,67.18,65.78,74.93,60.9,39.51,59.91,61.78,70.41,73.3,88.12,80.77,65.06,72.42,73.92,81.31,82.04,93.97,90.29,74.22,83.75,88,87.49,99.54,130.62,103.21,81.47,93.33,90.54,104.16,108.15,121.53,94.57,82.18,NA,NA,101.02,113.69,150.82,128.89,105.01,124.88,122.92,135.87,136.6,167.14,140.23,104.41,118.58,133.72,132.84,142.88,164.37,149.66,126.08,158.28,147.24,154.16,155.67,182.58,146.41,121.09,143.9,134.69,153.63,163.7,198.64,158.8,132.35,149.21,148.01,151.07,167.87,218.28,156.93,137.46,159.03,159.71,167.6,170.69,233.53,200.92,166.03,173.32,168.82,186.11,207.82,178.63,134.87,157.65,161.41,170.85,175.61,175.05,228,192.27,169.98,158.5,170,176.04,193.84,213.64,195.75,172.12,157.61,167.48,171.06,185.83,211.15,194.78,168.22,161.28,166.58,171.93,190.67,217.54,202.06,164.41,176.41,166.28,173.83,185.3,218.46,197.12,161.46,176.85,171.25,164.58,182.87,207.68,204.55,178.4,177.52,170.11,183.22,224.19,248.14,238.66,200.79,194.12,187.91,182.3,197.85,232.49,210.06,169.08,169.07,168.4,185.25,198.34,233.39,183.1,144.08,159.01,157.1,158.64,176.37,218.83,203.74,157.54,157.76,158.94,157,173.16
"2620","county","Crow Wing County","driving","","Minnesota","United States",100,98.28,86.93,116.2,123.5,97.24,108.9,111.41,94.75,96.04,107.03,171.69,177.79,124.62,97.37,101.43,101.56,113.01,171.15,173.78,107.22,103.28,105.37,97.3,112.57,163.97,176.48,129.97,105.46,107.92,106.45,110.79,175.46,192.33,148.27,122.75,112.74,105.68,118.83,177.41,154.88,121.78,105.99,110.64,108.61,122.11,164.32,163.12,121.18,111.26,113.05,108.61,126.43,158.95,130.99,101.08,105.73,109.65,110.21,110.37,137.34,136.28,101.47,91.81,87.39,78.37,83.88,87.06,78.14,64.59,81.89,82.51,75.98,82.27,95.27,50.22,49.14,74.38,78.88,70.48,66.67,76.93,75.84,58.72,77.1,86.37,86.41,88.76,103.98,80.71,46.71,90.29,92.86,89.61,94.23,123.56,125.24,86.33,102.01,108.26,114.23,125.29,154.55,147.85,111.33,122.3,117.47,123.98,135.06,185.81,170.36,144.97,146.23,141.11,145.49,150.8,207.26,166.02,132.01,NA,NA,160.19,193.49,233.66,212.8,193.99,195.25,195.02,204.44,257.08,352.15,314.44,279.3,286.97,218.92,219.41,244.72,299.34,273.16,230.64,221.92,214.17,228.44,264.63,366.42,327.3,307.68,252.79,230.84,245.72,287.58,404.98,365.71,357.75,284.17,266,279.26,298.4,446.26,400.83,349.47,286.25,295.52,307.22,342.17,451.81,429.12,407.97,342.81,331.2,400.81,548.62,603.28,437.86,809.77,414.6,332.26,333.93,362.54,473.2,438.87,418.5,325.72,320.66,347.96,381.17,499.02,438.97,473.93,327.44,325.43,335.89,383.84,496.68,456.59,426.76,339.04,339.1,322.65,379.8,485.5,482.58,444.18,344.45,321.49,339.37,387.58,498.3,472.79,474.34,336.05,315.49,322.3,362.19,459.82,440.53,427.57,326.72,309.21,310.97,356,466.46,436.24,402.9,284.55,278.41,280.11,313.19,417.71,395.37,360.01,268.24,247.33,260.94,327.5,505.43,452.94,445.72,472.72,236.15,230.82,246.98,349.86,330.66,248.66,213.59,212.78,223.02,246.32
"2641","county","Dakota County","driving","","Minnesota","United States",100,96.99,89.96,97.08,81.4,85.33,75.95,94.55,90.66,91.5,112.68,114.68,113.39,79.03,82.91,88.95,88,92.27,107.55,112.59,73.92,84.09,88.6,88.48,94.41,110.73,115.05,71.76,89.95,93.07,92.35,94.71,115.1,113.11,86.89,98.27,110.88,95.13,99.24,118.73,127.78,89.83,91.02,94.76,94.71,100.45,118.24,121.21,88.19,90.08,97.48,96.23,103.61,123.6,128.15,90.93,92.73,96.01,97.74,93.55,103.38,91.19,65.94,72.74,67.95,60.7,57.36,64.94,53.9,41.84,54.03,53.24,53.85,60.71,65.43,38.44,34.42,51.22,53.23,53.26,53.21,54.48,54.96,48.07,54.38,58.96,57.57,56.77,70.24,66.84,29.3,56.03,57.76,63.22,66.18,77.22,77.3,60.48,67.21,68.79,76.65,75.33,84.33,79.4,63.19,75.64,66.87,79.62,87,97.23,90.96,76.11,83.72,84.99,88.43,91.21,101.33,89.75,66.81,NA,NA,88.53,102.37,116.69,97.42,69.66,104.48,109.37,116.56,114.82,127.65,100.32,84.34,86.45,107.41,117.59,125,126.85,115.38,99.92,124.49,118.17,130.5,133.95,146.81,125.65,108.69,132.44,124.34,135.66,145.91,159.26,134.9,115.06,134.52,140.74,143.9,138.62,159.87,136.01,105.15,136.76,146.22,150.55,155.31,164.76,146.03,115.43,131.95,149.34,151.41,150.61,131.78,98,98.06,133.31,145.66,147.09,149.03,165.72,139.41,125.91,148.91,140.38,155.12,159.82,166.44,142.4,127.59,142.14,143.44,154.65,160.53,167.56,145.33,121.12,146.66,148.55,153.41,157.82,168.69,155.05,126.91,144.82,147.92,148.32,154.24,167.71,149.86,127.28,143.34,150.12,143.3,157.84,168.08,160.86,131,143.6,145.43,148.39,151.93,162.35,147.53,123.58,134.64,143,144.66,147.19,155.11,146.65,117.63,130.58,138.27,144.33,147.37,157.85,137.27,113.73,103.7,128.23,129.67,141.17,153.67,151,121.45,127.41,130.82,132.46,135.02
"2643","county","Dakota County","walking","","Minnesota","United States",100,98.48,92.76,99.06,91.71,89.21,83.71,102.75,88.53,92.87,105.83,117.41,123.42,81.18,87.33,92.04,92.07,87.3,113.32,124.86,86.75,94.14,92.33,99.93,97.79,111.29,129.97,73.33,88.6,97.79,98.66,100.8,124.43,126.53,87.8,103.55,92.87,88.6,97.29,120.3,134.02,97.43,97.39,109.34,95.87,100.25,127.04,144.41,102.28,103.04,117.05,104.81,103.55,140.54,153.85,121.17,101.85,109.99,111.87,100.72,118.17,114.44,84.15,92.65,100.29,87.44,72.39,92.33,77.23,61.31,83.75,85.96,75.71,100.58,112.63,55.37,58.16,102.35,103.73,90.41,85.63,73,88.85,89.47,91.75,114.12,92.11,84.55,134.56,124.32,44.12,71.26,76,87.15,91.39,115.45,129.1,106.26,99.42,99.82,121.82,112.74,125.84,122.69,100.87,122.26,86.28,122.87,139.34,140.03,141.55,115.96,122.84,124.18,129.39,135.65,142.09,128.88,88.2,125.23,112.99,139.41,169.2,200.29,152.95,95.33,169.63,188.24,196.13,186.17,196.45,162.29,144.59,153.89,171.01,198.41,194.17,199.89,164.93,147.23,199.71,185.85,219,224.54,244.63,178.83,167.21,209.34,207.13,216.47,254.18,239.67,198.77,170.1,203.91,228.7,215.38,211.83,245.82,204.6,157.94,204.67,227.18,237.71,243.83,247.48,205.86,174.92,191.86,214.73,219.58,225.12,195.58,152.73,146.36,194.61,213.32,222.77,223.71,242.02,206.73,176.44,232.46,205.43,243.87,242.31,237.86,209.37,191.02,222.08,229.1,233.66,247.74,242.35,201.3,175.03,223.16,227.14,230.44,242.02,267.61,233.77,181.76,209.99,221.61,225.44,238.07,254.87,219.76,181.29,221.06,238.69,205.32,225.77,248.17,240.1,193.77,219,225.55,236.16,229.53,250.85,200.07,180.67,205.14,228.3,225.95,222.37,231.23,214.69,176.37,207.09,211.91,230.04,219.69,220.45,210.79,175.5,162.98,189.94,195.04,201.23,229.97,212.81,175.14,191.86,196.74,220.85,203.91
"2721","county","Dodge County","driving","","Minnesota","United States",100,106.95,92.35,111.87,68.07,54.09,87.77,105.54,112.75,88.57,103.69,123.22,140.81,97.27,94.72,96.92,92.79,118.03,123.39,143.71,91.47,107.12,96.66,97.19,121.9,133.42,137.55,64.38,107.3,105.19,108.62,96.04,145.73,131.66,114.86,97.19,93.84,103.34,120.67,150.92,150.48,108,107.56,93.76,124.63,120.4,129.02,152.15,102.9,112.49,106.77,113.1,115.3,154.35,161.92,141.16,106.95,108.44,100,101.93,128.23,118.91,75.11,87.51,82.59,83.03,72.47,86.63,70.45,50.92,81.44,80.56,72.56,83.82,85.31,44.5,37.91,82.85,77.04,76.43,79.86,75.29,65.7,58.66,92.17,88.48,89.09,90.24,91.47,85.4,28.76,71.24,76.69,85.75,100.35,103.08,81.27,71.33,111.08,110.73,129.55,127.35,127.26,120.23,94.46,115.83,100.26,121.81,121.72,148.11,120.84,107.3,124.01,140.19,134.65,129.9,151.98,124.54,103.25,NA,NA,150.4,162.09,168.25,129.55,102.81,174.14,158.93,163.41,153.83,171.94,135.62,109.23,124.98,164.2,181.09,180.12,182.06,154.27,142.57,176.25,158.22,172.74,178.98,213.54,169.83,143.54,200.97,176.52,171.5,190.59,208.53,184.43,167.02,188.65,184.43,201.76,200.09,203.08,175.99,147.93,179.51,195.78,219.96,211.35,223.04,202.55,160.6,182.59,188.57,190.41,200,190.06,123.75,160.33,204.57,196.75,197.8,185.14,212.58,186.37,171.94,223.83,191.12,214.95,224.01,233.42,199.47,197.54,176.61,194.11,213.1,232.63,234.83,191.73,150.04,204.75,201.32,217.77,208.09,237.29,201.23,177.66,207.39,202.9,186.37,213.9,245.21,201.32,160.07,178.8,204.66,197.89,210.82,228.32,200.44,186.63,187.07,176.34,194.11,199.56,217.06,225.68,167.63,175.73,207.04,196.39,191.56,224.98,185.93,142.57,178.28,232.01,229.73,186.1,227.18,189.8,151.63,136.41,148.9,154.88,199.3,196.39,199.38,145.82,146.61,156.29,162.27,165
"2735","county","Douglas County","driving","","Minnesota","United States",100,101.17,99.3,114.89,100,91.11,104.95,107.3,102.73,100.64,107.15,165.64,179.26,118.36,94.38,98.95,103.94,118.16,160.4,164.05,115.94,95.4,110.64,103.49,118.61,157.48,169.67,114,97.87,118.42,92.35,127.02,183.9,191.04,150.21,123.44,107.56,107.34,126.87,190.09,198.57,142.14,105.62,108.99,113.34,129.95,186.38,201.75,138.93,101.37,112.86,112.77,119.34,165.07,158.78,124.99,108.96,103.72,105.08,117.88,159.64,132.2,103.05,81.68,85.27,75.39,82.5,88.03,80.41,65.96,74.88,81.26,78.34,87.08,92.47,56.37,51.44,67.96,64.69,66.88,66.21,65.07,69.77,54.56,73.04,78.66,78.44,77.87,91.58,85.42,43,73.17,75.23,85.04,88.44,103.33,99.08,86.66,86.63,94.89,105.24,94.57,137.69,117.72,92.12,103.18,94.92,113.4,127.85,167.99,144.49,114.16,116.13,109.91,127.09,137.35,178.44,138.96,106.41,NA,NA,118.64,160.11,195.52,165.04,142.24,153.79,143.44,161.16,192.38,247.82,243.51,197.68,185.84,164.02,182.47,181.96,227.88,218.99,171.9,191.33,167.89,183.26,211.88,271.74,264.34,231.91,199.94,193.36,200.7,224.2,308.92,303.84,252.3,216.99,205.21,222.13,233.12,342.24,305.27,247.48,223.98,230.55,253.51,275.9,361.51,344.59,275.96,246.97,236.9,279.26,371.99,408.13,320.9,390.5,278.5,257.73,258.37,294.22,354.46,346.21,294.09,231.15,236.46,257.26,269.83,348.46,346.05,301.71,251.92,256.4,250.78,288.92,377.52,346.94,295.55,262.08,249.44,241.7,268.91,368.66,370.56,310.45,271.26,250.49,249.32,286.98,385.17,386.22,317.91,247.54,242.24,244.49,272.82,348.9,366.24,323.79,259.23,232.04,239,290.47,385.14,370.59,325.98,230.68,204.51,215.69,255.73,325.4,336.74,258.53,203.4,201.71,217.69,251.35,382.76,358.78,312.61,265.45,198.22,185.14,222.1,281.26,272.63,223.56,189.01,190.7,188.31,209.02
"2841","county","Fillmore County","driving","","Minnesota","United States",100,88.8,77.7,90.4,73.2,54.9,75.6,85.1,93.1,83.6,93,103.2,131.9,91.2,96.5,94.4,97.3,114,114.6,125.5,90.8,97.1,99.7,86.2,90.3,112.5,117.2,58.2,100.7,90.9,89.6,83.9,126.8,134.9,101.1,90.7,96.1,91.2,100.9,116.5,128.3,101.9,91.1,95.7,96.8,101.8,126.5,154.8,110.1,106.7,105.4,112,161.7,162.6,155.9,118.6,113.6,105.5,102.8,110.2,117.1,124.4,96.5,92,75.9,70.4,61.3,90,87.3,63,63.4,81,67.5,68.7,90,55.7,46.5,62.2,73.5,76.4,74.9,67.3,91.6,79.3,75.5,84.4,86,76.4,94.6,91,36,62.8,84.7,88.1,86,100,150.3,104.1,98.7,108.5,110.3,108.7,117.7,132.2,106.1,98.5,109.1,91,108.8,136.4,154.1,128.7,106.9,102.1,138.8,134,146.3,145.9,108.9,NA,NA,118.1,148.4,165.7,171.5,121.2,136,144.8,162.1,170.8,196.3,173.5,157.2,151.1,147.2,143.4,179.3,194.6,203.9,173.7,146.6,163.2,152.4,170.2,221.2,239.8,207.5,178.7,163.3,165.2,189.1,247.9,265,250.2,189.6,171.1,200.1,205.6,264.4,283,211.7,187.3,219,198,223.1,244.2,310.9,252.2,190.6,195.6,213.9,242.6,272.6,255.3,250.6,210.9,197.2,200.2,203.3,286,264.7,255.4,203,185.5,228.4,229.3,275.3,294.5,280.1,191.4,196.9,197.5,254.2,286.2,310.8,241.5,197.8,219.4,201.7,220,283,315.4,257.3,200.4,198,211,225.1,289.8,333.9,239.6,209.8,199.5,228.1,229.5,290.1,300.9,280,198,206,198.9,218.3,287.2,294.9,258.8,187.1,194.4,188.6,210.2,236.3,305.5,230.7,163.3,165.6,167.2,196.5,282,334.5,272.6,208.5,165.8,145,162.2,210.9,274.8,219.5,174.2,180.3,159.2,210.9
