"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11","X2020.09.12","X2020.09.13","X2020.09.14","X2020.09.15","X2020.09.16","X2020.09.17"
"2889","county","Freeborn County","driving","","Minnesota","United States",100,94.71,86.6,117.13,67.85,77.66,115.35,101.67,92.94,87.76,98.23,142.29,126.43,105.97,97.25,87.73,92.58,104.31,130.23,135.45,106.34,97.54,99.17,91.93,104.82,139.61,121.98,81.97,94.86,99.53,93.92,105,158.4,125.13,118.46,112.02,126.03,94.86,111.4,148.23,122.92,113.25,97.86,98.55,100.83,113.83,157.42,136.02,129.76,98.44,107.31,110.35,115.31,160.46,143.88,124.66,103.08,101.99,113.5,107.35,155.21,122.09,104.96,94.13,95.4,93.92,89.97,90.7,78.93,66.33,74.08,68.28,72.09,79.58,77.3,51.45,50.83,67.81,67.92,64.95,70.82,55.65,62.35,56.73,71.61,66.98,69.62,67.85,82.95,72.45,35.63,61.88,70.31,74.84,70.85,82.91,80.45,71.58,76.9,81.9,89.54,93.66,103.95,88.52,84.32,90.15,81.64,93.95,97.39,117.99,108.62,89.79,111.15,95.66,111.04,117.09,127.81,112.6,102.14,NA,NA,112.17,121.11,148.3,126.54,120.67,122.23,129.76,133.13,153.8,179.44,142.9,122.81,140.08,137.91,147.32,135.81,173.14,151.99,152.14,147.72,154.6,145.47,155,189.9,164.48,152.82,156.3,142.58,152.64,169.08,209.96,175.67,169.77,173.24,170.49,169.59,187.29,227.41,189.97,170.85,180.77,178.35,202.53,208.04,251.67,239.57,204.31,177.08,184.18,197.86,237.29,226.29,158.8,208.73,192,177.84,189.57,197.68,238.38,225.56,215.42,176.18,169.08,182.84,210.43,258.11,226.76,215.39,193.3,182.01,190.91,212.24,272.88,263.65,227.19,194.93,187.83,188.63,222.45,257.64,255.61,230.77,187.36,186.82,180.74,221.8,280.67,258.8,229.62,188.81,196.56,195.84,223.5,266.58,239.21,227.34,188.27,178.42,188.16,206.92,242.58,230.56,214.59,158.4,165.35,165.28,182.19,207.02,196.63,176.76,163.47,159.78,165.71,199.09,246.42,207.86,177.73,184.4,147.97,160.9,165.79,193.77,195.47,171,158.07,147.07,160.9,183.92
"2947","county","Goodhue County","driving","","Minnesota","United States",100,110.19,101.46,131.67,98.59,89.09,117.91,118.57,122.75,92.97,114.26,149.84,179.08,129.72,107.42,106.57,112.45,119.05,152.34,181.29,116.95,106.39,108.25,106.09,122.59,156.09,194.01,109.53,112.19,123.31,105.4,113.73,177.78,204.1,159.71,128.77,115.06,116.6,127.57,189.36,224.14,152.74,109.5,112.19,124.35,135.74,168.57,222.94,156.6,107.1,120.68,128.5,139.78,183.1,196.27,151.89,115.89,129.62,124.16,122.8,148.11,147.02,112.8,91.17,89.22,78.42,72.27,85.13,89.76,71.79,66.42,70.41,65.51,72.11,85.26,50.98,45.82,74.69,68.33,66.39,72.14,64.82,83.98,91.64,71.45,75.6,75.73,76.37,100.56,108.01,36.11,65.25,71.85,78.66,82.92,102.05,138.61,98.11,85.2,85.82,113.52,107.9,122.8,169.85,123.6,103.51,95.1,105,126.69,142.55,170.54,135.28,118.25,117.99,129.35,121.63,148,160.3,112.32,NA,NA,121.55,149.97,187.68,167.59,104.44,145.02,144.49,164.98,164.1,189.57,167.35,149.84,157.77,145.08,153.01,178.13,199.81,212.37,178.71,167.8,162.03,182.33,179.48,218.55,250.53,199.92,184.22,158.28,168.2,203.17,257.16,262.93,227.46,191.94,187.63,193.51,203.96,233.29,250.93,213.92,193.13,185.39,212.11,221.63,248.06,293.72,229.14,175.52,188.69,199.07,224.45,253.06,223.44,205.83,194.12,196.46,203.46,203.96,258.99,242.34,257.26,201.81,191.62,223.6,234.54,262.88,277.28,250.19,206.63,188.21,214.29,224.99,284.75,280.39,216.74,207.48,200.03,212.35,230.18,274.35,288.24,234.75,191.62,203.54,217.27,225.55,271.26,304.5,266.82,202.93,196.89,200.72,211.5,272.78,328.82,260.35,203.75,214.13,200.56,240.85,273.31,291.88,241.27,186.96,180.23,201.04,207.98,244.15,289.52,234.83,175.41,195.02,196.51,204.76,276.66,301.22,247.13,191.14,161.89,147.76,205.91,230.39,246.59,208.65,172.88,168.01,178.18,191.46
"3087","county","Hennepin County","driving","","Minnesota","United States",100,101.06,97.55,105.02,86.18,84.39,76.36,94.57,99.73,103.69,107.51,117.55,113.84,80.85,89.56,93.03,94.79,100.31,113.22,112,75.53,87.44,93.7,96.8,101.06,112.94,111.69,73.34,94.04,99.5,99.24,101.13,125.32,121.23,88.29,99.71,113.43,100.01,105.3,124.25,120.88,86.51,94.95,98.79,102.65,106.58,124.8,122.73,88.22,94.84,103.22,101.39,105.9,125.87,122.79,89.88,91.43,97.34,99.19,94.18,100.94,85.92,60.68,65.6,60.24,52.91,49.42,56.18,46.14,36.56,45.54,46.07,44.84,50.95,55.81,31.97,29.01,42.99,45.5,44.6,43.93,46.76,46.38,40.48,44.56,49.06,47.1,46.76,55.92,53.24,26.02,44.3,46.31,50.89,53.18,62.84,62.19,48.9,54.26,55.75,63.24,62.05,67.55,64.19,50.62,61.54,53.39,63.74,70.26,78.15,72.66,59.58,66.98,69.03,72.31,71.62,83.38,71.02,53.79,NA,NA,72.05,82.22,97.01,76.67,55.86,83.24,90.67,95.58,94.2,103.76,81.61,70.95,71.09,90.12,103.74,120.23,116.76,102.86,91.16,106.35,98.27,107.75,110.83,125.51,104.43,91.1,108.44,103.03,111.35,121.19,130.06,112.14,95.54,111.43,119.32,121.75,115.38,138.21,117.06,87.34,113.65,123.96,127.63,131.11,138.93,124.28,97.19,111.62,125.58,128.01,129.97,112.54,85.63,86.17,111.71,122.46,125.74,127.5,144.37,120.94,107.61,121.66,118.72,130.86,134.62,143.16,121.51,108.62,120.9,122.67,141.17,136.97,145.44,124.15,105.05,123.3,127.72,132.27,136.99,144.69,135.53,113.11,124.33,128.02,128.89,134.65,145,130.01,107.33,122.7,130.79,122.07,135.69,141.65,144.53,119.13,125.46,127.7,129.13,134.33,145.73,130.69,108.75,117.47,123.62,128.66,126.47,138.46,125.33,103.4,117.2,125.27,129.76,131.45,140.9,124.66,106.05,94.01,112.07,114.46,124.26,138.3,133.38,105.43,113.1,117.74,121.05,122.78
"3088","county","Hennepin County","transit","","Minnesota","United States",100,96.71,91.57,90.46,85.29,71.08,68.03,92.01,115.89,110.27,107.81,104.2,89.01,71.66,98.97,96.78,96.06,98.07,103.4,88,69.91,96.53,99.48,96.36,100.45,105.71,84,70.78,98.29,100.84,100.34,92.65,102.91,91.32,71.39,94.34,103.74,94.9,97.58,109.9,94.69,74.41,98.1,98.23,98.93,97.59,109.41,88.16,75.67,97.89,96.46,94.68,97.83,107.54,91.64,73.52,85.17,87.24,86.68,77.4,77,63.27,51.15,52.18,45.76,37.89,33.04,34.26,29.75,25.46,32.16,29.77,29.42,33.24,29.85,21.9,21.57,29.17,28.12,28.15,25.96,23.57,24.99,23.82,27.85,28.89,25.67,23.45,27.21,25.53,17.33,25.83,24.33,24.41,25.75,25.3,25.88,23.25,26.7,27.47,30,28.55,27.08,29.04,24.25,32.04,25.34,29.63,29.98,30.95,30.7,27.99,30.94,30.55,32.54,28.62,29.85,26.37,23.33,27.6,22.25,27.45,31.31,34.34,26.37,22.86,33.89,35.68,35.1,32.9,34.67,29.38,30,33.67,39.28,39.98,39.19,26.29,19.62,21.72,23.34,23.88,38.66,37.56,41.97,37.14,34.83,41.79,39.5,43.37,50.16,47.11,44.1,38.79,47.36,48.1,49.1,41.58,48.85,43.1,35.28,47,47.96,48.33,49.4,50,47.24,41.37,44.08,48.45,47.58,50.88,47.8,37.76,39.33,47.19,49.61,50.38,50.16,54.86,45.81,45.81,49.55,49.15,53.85,52.83,51.16,41.83,42,48.68,48.67,63.34,52.34,52.88,41.5,39.83,51.36,51.92,51.43,51.99,50.82,46.52,40.02,51.51,49.27,47.11,48.65,47.06,43.92,37.75,47.96,48.03,41.5,46.86,46.28,44.88,43.4,48.99,48.61,48.11,50.91,49.56,44.91,40.79,46.34,50.86,49.53,46.29,48.97,45.52,39.7,48.49,51.04,53.88,55.45,53.88,47.99,41.66,39.22,47.33,45.97,49.93,47.49,46.26,42.2,51.03,50.78,50.93,50.04
"3089","county","Hennepin County","walking","","Minnesota","United States",100,105.14,111.42,113.06,104.31,118.29,93.29,116.4,151.4,148.13,140.16,171.35,189.49,104.98,117.89,116.4,117.03,124.44,165.67,193.09,108.75,108.15,115.34,125.02,125.52,157.29,184.86,92.44,108.18,123.15,123.16,128.69,192.16,231.33,122.27,116.09,113.06,115.07,121.4,184.19,202.92,120.8,116.31,126.25,127.78,134.88,179.11,206.73,133.94,122.72,141.18,125.95,128.92,181.92,224.88,151.16,108.18,116.75,134.15,116.67,129.1,134.99,79.78,72.76,78.73,64.98,54.23,67.59,60.89,51.23,60.27,60.09,51.34,72.27,80.14,40.98,39.11,79.1,76.93,65.59,62.9,54.8,70.35,71.17,62.19,81.07,61.71,52.94,71.15,80.77,31.37,50.14,48.64,56.29,66.27,75.33,93.57,69.26,65.37,65.39,90.17,79.03,87.9,99.98,75.81,91.29,59.27,80.17,98.32,99.45,110.48,92.11,84.92,82.28,94.9,90.64,98.1,82.84,58.93,78.17,70.63,86.75,113.38,141.42,103.5,68.82,111.25,128.15,136.45,119.77,138.31,111.47,106.72,104.89,126.84,155.91,192.46,190.05,194.79,173.21,136.43,123.94,150.99,153,190.89,150.81,133.32,144.95,133.74,148.12,175.66,182.39,175.14,142.86,149.26,165.39,168.05,146.66,200.79,186.39,118.81,148.61,166.21,171.35,177.92,195.67,187.98,137.87,138.72,167.41,165.19,164.48,154.31,139.43,117.04,144.17,161.99,163.33,164.65,207.38,180.04,154.28,157.14,151.08,169.8,177.43,190.05,172.54,158.08,160.54,157.68,192.21,179.09,192.84,173.48,143.38,163.45,168.52,174.44,185.27,200.94,188.51,153.94,165.16,174.84,170.14,176.76,193.09,185.11,143.17,165.86,182.35,153.58,177.65,187.25,208.14,160.06,166.37,172.91,171.17,172.65,204.25,192.83,151.3,153.72,163.85,173.29,162.12,187.77,197.23,150.35,163.85,178.19,185.47,190.41,209.25,206.69,169.09,127.59,152.08,143.31,171.04,194.2,201.6,148.94,156.26,163.16,170.99,169.98
"3147","county","Hubbard County","driving","","Minnesota","United States",100,83.86,71.1,100.55,115.12,96.14,101.81,106.77,98.74,95.91,119.53,142.2,155.75,115.04,92.2,92.2,91.97,91.97,155.2,133.78,115.59,90.39,87.4,94.25,104.02,151.65,142.83,120.24,100.39,89.29,93.39,118.43,161.34,180.55,144.09,134.33,101.02,96.77,123.94,166.22,163.86,138.19,85.83,97.32,122.05,120.16,159.84,133.15,124.09,87.24,117.09,104.09,124.65,145.83,136.46,111.73,107.8,103.39,110.24,104.02,128.82,119.21,103.78,91.57,98.58,66.69,74.65,101.18,86.69,66.3,75.67,72.44,72.05,87.24,88.9,62.91,57.01,73.62,68.03,70.24,57.87,58.11,77.64,60,82.76,78.82,78.58,80.63,97.48,81.5,54.49,73.94,91.89,92.52,106.14,115.59,115.51,98.82,96.69,100.24,109.29,103.39,141.89,147.09,115.28,114.72,134.72,148.03,134.88,171.97,183.86,135.91,141.97,152.83,154.49,167.64,210.16,179.84,159.53,NA,NA,144.88,168.03,246.69,237.17,188.66,194.88,184.02,197.87,241.89,360.79,365.75,306.85,291.65,235.83,217.8,218.66,303.46,262.52,219.61,218.11,241.42,242.52,289.84,368.43,321.18,256.22,235.28,230,248.03,301.5,408.5,440.24,381.26,270.79,293.78,278.35,309.06,450.08,433.39,371.18,316.77,314.88,317.72,361.97,485.35,491.97,461.65,376.77,380.08,377.09,539.84,616.06,523.39,609.92,427.24,368.03,349.92,394.49,484.96,534.09,448.98,368.03,348.66,355.98,377.24,501.81,498.19,484.25,359.92,353.31,377.87,402.68,475.98,517.32,465.83,390.24,350.87,379.92,426.54,463.31,531.5,468.9,374.02,365.28,397.09,406.22,511.34,542.83,415.2,364.41,334.72,346.38,396.77,432.44,534.65,445.43,359.61,288.35,316.85,363.07,454.96,485.67,426.69,321.02,288.35,299.21,319.61,460.55,432.76,374.8,290.31,257.24,264.41,342.05,510.47,510.47,445.59,395.91,248.35,238.58,254.17,349.21,311.1,250.71,235.35,200.71,213.78,276.3
"3182","county","Isanti County","driving","","Minnesota","United States",100,104.66,100.16,103.35,97.57,95.18,99.78,108.52,105.59,106.48,104.21,131.48,145.53,110.7,93.58,108.33,104.47,106.03,137.04,136.65,90.77,99.97,99.23,103.22,111.24,126.79,136.21,90.8,102.81,111.56,112.32,108.46,136.11,141.44,103.13,116.63,121.07,107.73,113.7,136.49,148.21,117.11,108.91,106.07,113.31,115.87,137.29,158.49,110.57,107.02,112.52,106.42,118.97,140.36,141.25,99.39,106.1,112.58,110.19,108.56,119.03,107.57,81.45,84.32,86.59,81.23,77.78,85.22,75.32,58.33,77.33,75.13,79.15,81.16,95.37,58.37,46.17,72.67,81.58,75.64,78.1,79.85,76.25,70.79,92.18,88.98,96.36,92.02,102.3,93.84,50.96,84.87,88.06,87.07,95.91,115.49,125.22,97.99,99.68,106.74,102.59,104.15,120.72,128.54,100.96,108.97,101.98,112.61,127.68,141.28,159.2,144.86,141.38,140.64,123.63,129.47,158.14,140.52,99.94,NA,NA,131.51,144.67,186.53,146.87,120.11,140.36,150.89,163.25,176.6,218.84,155.78,139.3,186.65,148.28,164.37,172.77,186.59,186.53,159.2,164.43,155.11,173.85,175.73,222.7,193.87,182.63,172.32,178.32,176.92,194.48,240.13,212.04,204.89,160.54,174.97,191.67,168.26,239.66,218.68,213.95,189.94,185.73,199.94,202.14,248.05,248.31,194.92,186.08,184.07,199.33,222.67,213.06,173.4,245.4,186.27,185.5,194.38,198.88,238.79,212.58,192.43,182.18,172.13,186.65,194.06,237.13,227.91,200.22,183.14,176.15,180.59,197.8,239.5,202.62,177.11,186.94,185.38,194.64,221.04,222.41,226.37,194.67,177.91,200.54,208.46,209.29,230.81,238.54,194.51,185.95,199.3,191.16,205.4,230.97,231.19,215.71,168.04,188.19,194.48,196.46,250.45,239.88,208.08,201.09,180.2,183.37,208.65,231.77,236.14,182.5,166.09,180.04,181.13,190.29,249.87,208.78,164.4,205.72,177.33,176.25,181.83,225.13,225.86,186.62,157.38,174.04,167.5,183.59
"3185","county","Itasca County","driving","","Minnesota","United States",100,104.35,93.67,118.06,151.23,105.68,119.87,109.59,105.68,105.32,126.32,148.81,143.37,132.57,104.07,107.7,103.95,119.83,161.39,151.91,107.74,98.99,99.8,101.93,118.14,159.61,143.09,109.03,108.83,110.76,95.97,111.25,167.92,145.14,124.71,122.65,114.43,115.48,124.22,155.06,160.94,129.63,108.91,99.84,119.23,124.35,166.51,154.29,135.91,101.57,108.87,123.66,116.08,136.56,130.19,110.76,102.9,107.05,111.53,108.5,127.73,112.25,100.36,89.88,74.12,78.07,82.18,86.74,79.28,63.76,70.21,63.6,78.11,77.03,81.02,55.74,49.86,73.4,74.93,78.15,68.56,69.69,72.23,62.39,70.33,74.32,75.86,70.33,91.94,79.2,51.23,78.56,86.26,82.51,89.64,110.08,83.31,78.52,86.62,97.14,95.81,105.56,113.87,115.64,91.29,97.26,112.13,105.84,124.02,139.98,135.91,110.68,113.78,114.87,119.31,133.58,180.17,159.09,129.3,NA,NA,139.62,172.31,191.13,166.38,171.26,177.67,185.69,183.15,188.47,279.93,206.61,187.91,226.56,188.75,178.92,203.83,224.71,185.41,157.11,183.88,178.64,180.17,235.55,261.55,244.9,201.69,215.03,189.76,156.23,233.82,290.45,264.73,231.16,218.62,217.98,220.27,247.08,292.02,292.74,231.04,232.57,233.21,251.27,271.46,314.91,323.01,275.53,268.76,257.76,275.41,348.73,373.72,303.35,357.96,280.41,254.25,275.82,300.81,352.56,323.01,274.41,271.5,244.1,257.88,277.15,343.69,298.99,284.68,264.29,259.85,281.98,301.98,346.8,308.87,282.06,269.45,249.62,283.35,278.88,332.57,329.22,278.11,254.78,255.86,263.36,296.53,345.79,327.53,288.43,265.66,251.67,268.4,288.51,307.98,330.19,273.88,247,236.07,265.42,285.45,328.86,305.76,275.78,216.93,222.17,224.67,277.07,316.69,265.01,239.34,228.98,206.33,242.28,266.75,349.66,292.62,283.47,263.04,223.54,198.11,218.82,246.19,228.34,183.19,185.53,200.2,195.53,247.16
"3275","county","Kandiyohi County","driving","","Minnesota","United States",100,104.41,92.65,115.55,65.88,52.42,74.35,127.38,112.78,101.42,113.55,138.22,143.82,102.95,102.95,108.3,105.83,117.59,137.65,132.33,83.56,98.58,100.51,107.25,114.94,133.18,139.17,90.95,111.45,111.15,95.09,108.68,133.95,146.46,102.13,104.27,108.13,114.06,121.59,138.73,163.06,104.24,107.86,106.2,109.69,118.26,150.76,137.61,104.27,110.88,117.76,120.43,130.16,147.03,141.92,100.68,107.59,112.57,113.05,104.47,120.37,101.9,80.52,81.97,85.02,84.14,77.8,97.12,66.35,62.32,76.45,76.96,69.71,82.72,82.72,44.53,47.51,64.99,70.62,76.52,71.26,75.06,71.91,58.15,75.43,86.68,79.7,80.48,94.54,86.04,43.75,76.58,87.9,85.84,94.68,95.59,102.3,81.77,91.66,95.12,107.22,101.97,116.98,113.25,79.97,109.35,97.19,104,109.28,144.26,118.03,96.31,108.07,112.37,118.06,121.65,155.91,119.11,87.56,NA,NA,114.71,141.68,166.86,145.04,108.95,147.1,146.09,142.97,161.5,208.68,171.3,149.95,145.07,141.48,166.96,155.51,191.7,182.51,162.49,167.37,162.25,171.16,184.24,221.18,204.98,171.23,171.84,164.99,179.53,193.7,244.9,224.3,185.5,175.36,189.46,208.88,189.36,267.81,270.18,201.63,198.98,199.42,197.46,220.87,266.59,269.54,217.69,194.04,210.78,213.89,262.35,290.41,261.1,259.1,224.74,220.16,217.45,239.04,275.43,245.34,223.59,215.99,204.54,214.91,242.22,271.33,267.67,223.55,214.57,208.61,234.7,240.36,257.47,252.12,232.33,214.54,197.26,203.49,226.33,262.25,269.1,224.03,224.5,207.15,211.66,234.9,274.99,261.44,227.69,218.94,188.17,206.98,216.54,252.66,269.94,214.47,218.47,203.08,204.1,231.45,276.79,249.07,206.95,195.8,199.49,199.32,219.93,246.97,233.34,183.09,183.36,190.82,181.13,197.87,259.81,249.58,199.36,171.2,170.18,184.99,189.5,226.87,223.01,170.72,179.67,179.94,184.34,197.66
"3393","county","Le Sueur County","driving","","Minnesota","United States",100,107.38,102.93,125.29,80.85,64.05,96.72,115.75,104.92,95.55,113,142.45,175.94,98.19,98.89,105.27,102.99,112.65,138.58,159.07,103.69,106.79,113.88,111.71,116.22,141.98,167.39,84.89,109.78,100.59,98.54,108.02,142.68,156.5,133.96,119.03,122.6,115.34,121.72,155.62,179.1,124,114.7,108.61,113.35,122.19,153.81,195.37,127.46,121.78,116.1,110.71,119.61,148.95,156.26,115.46,117.8,116.63,113.82,116.8,120.37,135.25,94.85,101.93,95.84,85.07,85.25,99.47,87,70.55,79.63,86.94,73.42,88.41,94.15,58.2,64.23,73.54,87,82.32,85.48,74.3,87,69.73,84.78,98.54,85.19,88.64,114.4,107.14,41.63,76.7,84.48,89.64,100.23,122.01,130.91,106.21,112.24,103.69,134.6,124.94,126.46,151.17,117.39,131.56,111.42,124.77,133.67,157.9,176.7,133.43,130.15,114.17,137.06,142.04,163.58,162.47,104.68,NA,NA,145.84,163.17,196.9,169.26,125.35,155.09,169.67,176.81,190.16,202.05,193.5,169.44,155.33,154.57,187.35,205.62,238.17,217.45,188.35,189.29,176.64,211.89,216.1,253.81,247.13,193.44,197.95,185.66,185.89,218.5,272.54,269.32,214.93,202.11,211.59,213.88,203.81,270.08,268.5,206.67,206.21,210.36,237.82,241.28,257.08,281.79,213.52,198.42,232.2,235.48,257.9,269.79,256.38,242.04,214.4,229.92,218.85,222.37,283.26,250.64,249.94,221.55,219.5,233.37,243.03,295.26,283.84,242.39,228.57,220.37,214.93,249.82,284.02,263.58,222.31,234.43,219.38,235.25,239.17,306.21,319.79,258.08,232.96,220.84,224.41,227.17,283.72,285.42,240.63,222.07,238.99,223.3,240.52,254.98,281.38,250.18,227.99,236.94,217.86,239.52,294.67,303.51,238.58,206.21,211.77,211.83,226.29,264.64,294.44,228.63,204.04,197.37,214.99,222.83,299.12,290.81,245.9,184.66,182.96,178.81,210.07,242.8,268.97,212.06,193.21,196.08,194.03,202.69
"3491","county","Lyon County","driving","","Minnesota","United States",100,88.37,76.79,100.54,59.13,51.85,72.77,96.52,97.07,82.88,96.36,140.43,121.41,83.48,99.18,98.04,93.42,99.24,123.91,122.93,75.33,94.4,88.86,92.23,103.48,130.11,145,73.59,95.54,94.46,67.61,108.8,121.74,123.91,89.57,103.97,83.91,88.7,105.16,140.33,126.25,92.72,98.75,87.39,99.4,98.42,134.89,141.74,101.58,94.84,106.2,103.48,112.45,147.17,149.08,88.26,90.76,102.07,95.76,108.21,98.37,95.92,67.34,70.82,69.29,69.73,63.97,77.12,56.79,44.02,64.51,62.34,60.33,58.97,73.53,39.89,41.09,54.13,57.01,63.15,50.27,63.75,47.28,41.09,62.93,65.43,74.67,57.01,73.21,59.78,27.55,58.97,55.38,67.55,72.39,80.92,79.29,64.57,70.27,77.28,86.47,81.14,88.21,79.4,68.15,73.8,71.03,84.24,96.3,127.99,101.09,69.51,103.15,99.46,105.82,103.59,133.32,121.41,86.25,NA,NA,116.2,120.71,150.92,99.89,103.86,127.61,122.61,123.8,132.28,167.01,148.59,113.21,135.65,146.68,148.64,161.68,158.15,159.02,140.11,136.85,131.47,151.85,144.13,174.95,135.54,126.2,155.87,155.43,159.46,159.08,185.92,155.71,135.27,140.71,177.61,148.21,158.59,195.76,177.17,144.89,156.9,161.79,176.09,187.61,216.3,193.04,157.07,153.32,157.39,162.66,188.42,167.88,116.96,134.73,164.67,154.24,165.76,181.9,215.54,177.23,148.21,160.54,161.52,176.14,171.52,202.88,179.95,139.02,163.48,174.95,180.16,202.55,229.29,219.67,164.84,166.79,178.8,160.76,180.05,214.62,227.83,179.13,171.9,194.84,187.83,199.78,220.6,203.48,173.64,174.18,175.22,178.21,181.74,237.72,204.62,172.93,194.57,188.04,172.28,223.37,235.92,210.71,172.93,183.32,189.4,155.05,190.33,211.25,205.27,137.77,159.46,166.14,143.75,174.02,222.88,170.33,140.27,126.03,150.82,145.6,159.95,198.37,179.51,136.79,156.47,150,137.45,154.89
