"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11"
"2592","county","Cooper County","driving","","Missouri","United States",100,90.11,92.34,119.22,85.6,150.46,133.11,383.62,97.26,73.99,83.72,112.83,126.57,116.13,91.38,83.77,86.92,100.25,139,131.24,95.18,110.9,101.62,93.2,100.61,148.58,148.88,120.28,99.85,97.16,80.78,108.82,149.85,165.97,134.69,110.85,101.57,104.36,119.93,184.94,155.17,151.98,102.64,88.13,107.61,116.68,159.08,173.94,139.15,109.84,112.68,107.35,139.3,178.04,173.17,154.46,112.93,122.67,129.01,126.27,177.43,150.56,139.6,127.74,110.04,106.29,102.89,114.05,111.56,86.87,79.61,68.81,74.8,80.07,83.16,73.38,66.84,67.49,78.55,75.41,74.75,82.61,65.26,56.64,65.37,66.73,73.73,67.55,76.77,70.54,44.83,67.39,66.58,68.91,74.65,82.86,88.29,76.83,78.25,82.45,83.72,88.84,87.73,92.14,81.29,85.45,86.61,96.5,101.62,121.6,111.26,90.31,96.55,91.73,101.77,101.88,134.48,138.08,101.88,NA,NA,103.6,119.62,156.95,141.02,130.12,118.05,124.85,121.96,156.9,198.17,180.53,141.33,144.42,145.44,145.08,141.68,188.13,186.05,157.76,158.27,130.68,138.64,161.41,188.13,172.11,157.2,148.58,129.92,142.39,162.58,210.95,196.75,193.91,148.58,159.48,144.57,173.28,229.77,208.72,180.02,166.73,158.11,165.67,190.92,236.56,239.5,202.69,173.07,167.65,199.59,225,230.07,146.7,209.94,193.05,186.66,192.55,195.39,244.68,219.37,204.77,163.79,163.69,160.6,192.6,255.83,243.2,219.22,168.71,160.65,172.06,184.48,245.28,230.48,208.92,171.81,179.26,160.7,192.09,231.34,235.04,216.02,179.51,171.5,186.76,181.9,237.78,245.49,206.24,164.05,160.14,175.41,190.82,246.2,244.57,223.17,167.49,160.14,167.44,174.34,214.1,205.17,179.06,142.19,140.47,137.42,155.17,210.24,219.12,190.72,133.82,124.24,135.85,182.76,252.79,231.14,191.13,203.14,153.8,129.87,157.25,215.26
"2611","county","Crawford County","driving","","Missouri","United States",100,105.33,97.95,117.31,100.5,153.23,100.93,124.75,103.85,111.48,80.46,102.98,115.63,108.5,99.57,105.83,95.35,105.96,123.01,132.69,98.7,101.67,103.04,63.77,101.92,126.05,114.7,114.27,102.17,107.63,100.25,125.68,159.8,162.1,126.43,133.25,106.02,114.83,121.15,153.91,137.41,125.87,107.69,103.91,104.84,125.43,152.98,152.92,137.34,125.43,107.2,116.13,136.04,165.14,172.21,130.4,121.71,123.45,112.28,133.87,185.79,139.83,134.24,112.66,111.48,105.96,100,126.55,116.44,85.55,81.89,76.67,80.71,79.78,95.1,85.55,73.76,77.61,71.4,76.8,74.32,85.73,81.33,74.38,71.46,67.68,73.76,86.41,91.19,83.5,61.17,76.24,77.36,80.77,85.98,101.49,110.61,89.08,86.17,90.69,91.56,92.37,104.16,106.7,112.78,98.33,96.46,97.64,111.72,160.48,151.92,124.07,100.31,105.89,108,122.15,145.29,156.82,122.21,NA,NA,120.1,137.47,179.65,159,146.46,142.99,142.18,153.41,195.84,269.98,231.51,245.41,409.55,158.5,149.94,158.93,221.46,231.7,245.16,180.02,168.49,168.49,189.95,284.31,276.3,317.12,172.08,159.68,172.7,212.16,324.32,322.58,390.07,215.26,187.66,215.14,221.4,321.71,318.86,326.92,219.42,192.56,212.34,220.97,380.96,380.27,408.44,208.56,196.09,213.28,299.88,352.54,260.86,433,239.27,200.56,204.96,227.85,333.13,338.4,390.2,209.99,206.51,196.53,230.27,361.29,352.92,419.67,200.19,187.22,204.4,218.36,334.93,341.63,407.07,198.2,191.32,209.12,218.3,297.21,293.05,334.49,194.17,194.35,210.3,240.32,330.89,308.62,337.78,220.66,186.48,190.38,215.32,319.17,287.22,333.5,191.32,174.44,188.34,195.97,280.77,287.1,310.17,161.85,140.38,156.82,171.46,265.26,278.78,285.98,143.18,140.63,149.07,185.61,326.24,278.1,298.82,397.27,152.79,145.72,166.13,242.62
"2750","county","Dunklin County","driving","","Missouri","United States",100,94.18,85.56,96.97,112.23,94.23,75.89,76.65,78.33,81.01,101.05,109.84,103.32,81.07,89.87,81.13,83.34,92.89,97.09,80.08,62.84,84.39,80.26,80.14,104.31,101.34,96.97,82.24,91.9,88.88,80.2,95.52,113.1,102.97,74.37,100.64,98.43,94,107.45,106.87,114.56,65.35,85.09,119.39,91.79,106.81,121.84,102.74,78.74,88.41,98.78,95.17,92.78,126.32,100.47,79.67,86.43,95.28,81.42,84.57,97.32,86.43,63.66,77.34,74.78,75.6,70.01,79.21,75.6,49.62,67.73,51.31,71.29,71.58,83.58,60.8,55.68,65.64,56.09,68.9,70.3,69.54,57.25,47.23,58.94,68.78,76.82,80.08,79.32,58.77,47,76.18,73.91,75.71,87.94,88.35,75.31,64.01,79.09,77.69,83.75,79.03,88.58,73.5,72.34,84.45,80.78,81.89,100.93,98.95,94.12,71.87,95.46,100.52,103.49,113.05,116.66,122.19,88.41,NA,NA,104.31,111.82,122.48,99.71,99.88,121.2,131.28,140.48,138.56,148.46,153.29,96.91,98.02,126.09,120.5,139.72,146.59,139.43,102.04,123.76,122.02,129.24,140.59,144.67,147.06,112.11,119.34,124.93,123.35,139.25,153.35,134.65,111.47,132.56,127.84,153.23,142.4,164.24,142.11,105.01,132.67,138.91,150.38,146.07,159.76,144.5,115.38,135.12,125.28,141.12,153.47,138.5,120.27,119.34,155.15,132.62,144.61,141.35,162.32,156.73,106.29,149.91,143.39,149.62,141.41,149.27,135.99,114.15,141.47,137.8,149.85,177.93,165.64,144.26,125.98,143.56,133.2,144.73,159.76,153,140.3,105.82,137.62,135.29,151.02,141.53,154.28,138.15,123.94,140.48,140.3,141.35,148.05,160.75,134.36,113.57,134.94,153.17,140.13,161.09,156.32,146.3,107.22,124.4,131.33,120.97,124.17,132.96,122.36,74.2,119.22,121.08,121.43,138.26,145.72,124.58,102.33,104.83,119.04,145.49,151.08,179.21
"2864","county","Franklin County","driving","","Missouri","United States",100,107.47,108.27,109.61,80.73,123.86,94.87,134.28,103.31,117.91,86.39,102.51,121.47,95.23,98.76,101,92.13,104.56,122.92,128.84,89.02,100.88,99.05,69.84,95.99,124.82,125.99,98.38,99.33,103.94,97.22,107.12,143.19,137.89,107.27,116.67,105.19,107.51,109.04,136.64,139.26,107.45,105.66,105.08,104.38,113.54,137.97,142.94,108.51,108.94,113.27,115.26,122.7,149.05,153.75,114.97,106.2,114.73,116.03,115.45,146.2,120.67,97.3,95.92,95.45,86.12,85.28,91.82,82.2,59.59,71.4,68.06,74.75,75.76,78.32,67.61,65.79,75.84,76.08,71.07,77.35,81.4,66.13,57.96,68.84,73.2,78.96,78.55,88.24,72.59,48.32,74.37,76.51,84.91,79.9,90.94,91.56,77.85,87.88,87.86,87.32,91.05,99.96,89.92,89.01,92.62,91.52,94.26,102.56,121.85,121.58,95.4,99.79,107.5,114.06,112.6,130.46,132.14,96.72,NA,NA,120.38,126.4,141.63,135.33,109.81,129.5,130.33,138.02,146.08,235.4,166.9,135.11,159.21,141.41,133.35,145.88,183.26,182.48,157.95,150.36,151.29,147.46,164.45,197.37,201.05,175.66,155.52,144.81,156.38,172.94,218.56,214.44,195.27,163.72,163.48,168.23,187.17,223.69,209.69,184.84,162.2,167.37,167.45,186.21,249.76,240.98,207.97,169.1,156.02,170.85,204.95,221.11,178.38,232.48,176.89,168.79,176.95,184.27,229.57,224.47,190.62,166.98,162.45,160.04,181.8,234.35,226.9,199.1,158.13,154.97,164.19,179.2,220.05,212.26,183.6,160.54,166.4,159.6,165.24,195.63,188.96,174.17,165.59,162.49,169.47,185.89,214.22,200.78,172.64,169.05,156.1,163.53,167.86,209.77,210.28,179.52,156.69,149.01,157.13,160.64,201.61,204.39,182.19,142.33,143.18,140.11,146.18,184.43,190.46,153.12,132.54,137.44,139.96,163.08,225.33,198.89,164.93,204.86,151.23,147.42,155.34,198.73
"2974","county","Greene County","driving","","Missouri","United States",100,100.87,103.27,105.33,99.31,122.5,78.27,96.19,100.33,81.7,91.86,101.91,118.41,81.17,95.81,96.44,90.03,102.47,126.67,127.57,85.16,94.69,94.25,67.82,97.92,120.05,125.17,85.84,99.24,103.31,98.91,112.39,151.04,134.16,92.71,105.31,105.29,103.95,108.66,131.72,135.12,89.96,100.48,106.31,104.45,115.23,142.68,147.22,102.42,105.51,111.72,113.13,118.19,141.13,146.87,99.28,105.06,117.07,114.95,120.84,132.86,105.93,71.27,84.27,77.58,74.89,67.97,77.64,65.55,46.17,62.8,60.87,71.06,58.19,62.96,53.22,45.94,57.82,60.25,63.34,62.04,64.2,51.47,44.36,59.1,62.6,67.07,65.66,72.65,56.62,38.15,63.7,64.29,71.33,75.48,78.17,71.63,56.04,76.28,76.83,70.74,79.87,84.68,75.79,64.63,77.08,80.71,81.38,91.77,98.45,84.73,64.56,89.43,100.9,104.13,103.38,118.89,105.76,73.61,NA,NA,107.48,116.95,129.2,116.88,94.46,119.18,126.65,127.71,137.7,144.82,128.2,94.39,103.61,123.71,125.16,133.15,154.99,138.34,102.73,129.91,130.85,131.73,140.68,160.23,139.27,106.47,132.3,136.22,139.54,149.91,169.28,149.11,117.65,142.61,142.95,144.83,155.57,172.39,147.52,105.94,141.32,145.99,151.1,158.82,182.54,159.75,126.38,147.13,148.46,152.04,166.62,161.89,107.21,118.86,151.78,150.87,152.14,160.93,182.33,164.94,125.81,148.2,148.13,147.2,156.36,172.94,155.02,123.52,149.51,147.88,148.63,159.36,179.19,158.28,125.08,137.86,141.81,142.47,153.9,170.52,159.05,122.23,151.69,155.31,153.62,161.37,184.09,167.71,133.92,161.17,156.36,163.79,173.94,202.07,183.98,147.37,170.66,163.7,161,169.26,193.61,172.9,129.87,148.25,147.42,147.19,154.14,185.97,158.36,119.51,149.02,142.14,147.46,162.66,192.15,165.23,124.55,133.18,146.62,145.96,155.58,179.67
"2986","county","Greene County","walking","","Missouri","United States",100,96.25,84.65,77.46,82.07,108.55,53.33,69.57,78.72,62.78,63.51,81.84,106.43,60.09,71.3,72.89,62.28,77.86,97.32,106.66,67.45,68.45,67.92,50.28,71.93,95.66,114.05,56.08,71.06,76.43,70.4,89.63,141.4,114.58,62.74,76.8,83.16,76.57,81.97,107.13,124.49,59.79,66.76,74.31,68.58,81.04,119.92,148.76,71.73,70.7,82.8,83.63,87.8,111.34,139.44,70.14,73.85,84.36,91.45,98.38,93.4,79.71,46.4,57.61,54.42,56.38,49.19,47.3,39.61,27.15,49.09,54.13,62.71,48.86,48.72,38.38,37.16,44.65,50.45,46.57,45.74,45.34,35.17,34.17,48.79,51.08,53.6,44.15,52.34,41.03,29.93,47.4,43.09,45.18,52.1,45.04,47.9,42.66,57.04,54.86,41.47,53.89,56.38,49.72,44.61,57.21,55.09,60.49,65.1,60.95,59.96,42.82,57.54,72.89,76.37,70.43,81.31,70.6,52.64,61.92,46.4,73.95,93.21,95,95.66,67.95,95.53,109.98,100.83,100.63,111.7,83.2,68.64,68.28,95.59,87.17,92.18,116.37,94.07,68.38,107.16,102.98,91.71,98.57,109.35,109.38,76.37,112,102.75,101.26,119.12,125.52,113.26,76.33,108.52,109.05,109.48,114.52,129.07,108.12,70.33,108.09,116.14,124.23,116.71,143.39,128.74,80.81,113.26,110.51,117.4,120.75,118.4,73.72,77.99,115.94,120.29,119.06,121.15,142.92,124.66,81.5,120.55,111.87,115.11,118.93,128.54,115.88,77.26,115.98,112.2,120.12,117.17,139.94,117.24,82.9,99.87,113.56,99.7,123.4,129.17,122.74,89.72,117.4,129.37,117.93,127.31,152.1,140.87,115.18,148.03,144.58,173.48,182.57,224.3,214.15,184.06,260.26,243.52,194.17,200.1,195.13,168.25,109.21,153.96,147.46,145.14,150.18,176.53,157.21,97.65,126.72,127.81,126.88,135.53,154.29,143.75,95,96.55,125.09,124.96,133.24,165.33
"3092","county","Henry County","driving","","Missouri","United States",100,101.37,103.39,115.91,78.62,145.31,94.2,115.58,103.85,80.83,88.46,104.63,135.92,104.3,109.91,93.16,90.09,114.86,144.98,138.07,90.35,111.15,97.39,78.55,111.67,139.44,139.37,119.95,109.78,100,91.92,114.47,154.5,148.37,112.91,137.81,119.62,106.91,126.86,156.78,154.69,143.09,107.95,110.82,125.55,126.08,201.56,168.58,137.09,114.08,117.01,114.67,122.03,191.26,195.05,150.85,114.73,119.82,120.6,138.59,180.31,153.65,129.86,119.04,112.26,106.84,100.07,115.32,110.89,77.51,85.2,73.53,88.4,88.85,91.4,86.25,84.03,77.18,77.64,89.24,83.12,80.05,80.05,77.9,76.66,78.62,84.49,91.13,94.2,97.33,58.21,88.66,83.57,83.38,95.57,118.64,124.84,98.5,97.07,110.56,88.59,138.46,130.57,133.96,124.32,98.76,105.15,121.9,153.98,175.75,166.56,146.22,104.11,116.3,117.67,119.23,177.57,161.15,126.53,NA,NA,120.4,135.98,185.2,158.41,164.8,138.07,132.79,148.7,206.52,304.56,245.76,200.13,313.75,161.54,144.98,161.21,225.68,217.08,203.13,166.43,168.58,176.08,184.62,275.29,236.25,242.18,165.06,157.95,174.05,185.72,317.28,274.32,299.02,174.97,167.47,151.63,214.8,306.98,261.08,272.88,187.16,171.06,189.44,229.34,330.9,271.71,339.9,185.72,197.26,202.61,337.03,356.84,224.25,460.56,233.18,200.46,205.54,236.51,301.5,282.07,301.63,191,165.32,181.75,219.88,301.76,287.42,300.13,188.98,164.28,202.02,229.07,322.43,270.53,320.08,185.66,169.36,193.22,220.66,314.99,261.15,297.91,208.34,185.59,194.46,239.11,318.9,276.27,319.43,214.73,191.66,181.55,231.55,316.82,249.74,293.87,203,164.67,173.08,209.45,271.97,255.15,272.03,159.84,153.39,161.47,189.24,280.64,207.11,220.93,172.88,147.91,156.91,213.75,402.02,304.82,239.37,459.32,162.52,145.31,169.95,251.63
"3146","county","Howell County","driving","","Missouri","United States",100,102.28,93.66,120.55,117.73,107.18,77.17,93.26,97.42,86.28,72.61,104.66,92.42,77.07,91.58,98.61,97.28,106.74,114.17,110.55,74.54,91.48,83.66,84.2,92.03,112.38,103.02,91.68,97.67,102.77,100.99,116.79,155.97,113.13,94.3,111.19,109.86,109.61,114.41,123.53,116.59,89.15,105.6,107.03,119.91,120.95,135.22,115.7,99.01,112.63,128.83,112.73,121.59,145.07,142.89,105.89,111.24,122.04,116.34,121.35,174.79,152.15,98.12,106.98,102.43,99.21,96.48,122.88,98.76,60.67,73.6,74.69,84.55,83.8,89.6,73.65,69.74,80.93,74.49,74.89,75.73,75.83,60.08,59.98,68.9,67.26,85.83,74.84,98.27,71.07,43.04,73.6,79.2,89,93.12,90.84,87.42,69.29,98.96,95.2,95.25,92.42,103.52,106.19,80.39,90.59,94.16,94.7,113.77,123.58,100.94,91.78,103.62,132.24,125.46,126.1,146.56,134.13,110.6,NA,NA,134.18,134.13,145.67,132.1,113.27,131.85,143.68,156.66,166.02,213.62,184.25,142.35,151.61,149.48,144.33,158.74,181.13,168.65,136.21,140.37,157.9,147.05,171.17,223.48,188.71,144.77,152.9,146.71,144.68,175.83,206.84,205.35,171.42,157.6,167.95,162.26,172.81,216.39,171.27,144.48,161.57,167.16,173.11,189.35,217.24,210.2,172.07,177.86,169.44,171.22,213.03,221.84,144.08,182.57,190.54,176.32,173.6,193.26,222.93,198.02,157.36,172.21,165.78,175.98,184.15,220.8,197.47,181.77,177.61,167.81,174,183.41,232.64,217.14,160.23,180.53,170.53,170.98,185.49,216.49,218.92,153.84,183.06,168.65,181.67,206.98,232.79,221.45,177.17,174.89,150.67,164.39,196.19,219.22,201.19,159.09,162.9,156.02,167.46,174.39,198.46,174.44,138.48,139.87,148.59,147.7,161.71,181.72,155.03,124.76,145.07,141.51,141.75,165.23,230.01,183.75,149.28,178.8,157.8,155.52,164.74,186.03
"3201","county","Jackson County","driving","","Missouri","United States",100,106.01,103.29,107.91,74.25,127.49,101.12,92.36,97.15,86.21,97.02,100.65,127.16,86.63,96.34,98.88,104.13,106.77,127.81,133.8,97.7,100.65,115.71,133.05,108.1,120.52,124.31,85.6,98.11,105.27,93.9,102.83,138.06,135.83,98.61,103.35,103.26,105.19,111.51,132.99,149.61,101.94,100.22,102.87,109.81,114.89,138.13,146.63,100.43,103.43,110.8,113.14,118.06,142.09,148.36,102.76,101.98,115.76,116.58,106.71,118.25,101.98,71.74,80.52,73.75,70.11,70.62,79.19,67.6,46.4,65.14,47.61,54.96,58.72,64.34,60.84,49.22,59.91,61.66,64.21,62.42,62.62,59.21,48.67,58.56,64.13,66.66,65.19,74.63,66.09,40.64,63.82,66.96,74.43,71.06,78.68,79.58,63.32,74.94,77.53,72.2,82.74,82.68,84.57,69.47,80.08,80.06,83.41,91.34,104.06,103.68,74.77,76.31,93.79,89.92,90,109.62,104.47,76.83,NA,NA,96.76,102.99,121.55,117.88,94.72,108.69,117.77,118.32,122.59,135.06,128.77,98.28,90.16,110.85,118.5,118.15,149.98,141.78,107.2,122.47,126.06,129.32,132.14,150.93,143.4,111.22,124.84,127.33,134.07,142.31,160.59,155.09,117.16,129.67,134.99,139.14,146.23,158.71,156.7,110.36,131.78,140.47,144.97,151.36,168.33,157.71,122.9,133.23,140.43,146.6,156.96,151.65,118.29,108.94,133.85,140.37,143.33,148.64,173.2,171.34,130.79,137.64,138.96,139.51,148.99,170.67,163.53,121.56,125.7,132.55,141.79,150.16,173.3,166.54,124.81,128.95,138.4,134.33,141.92,163.21,165.18,123.97,140.28,147.34,144.62,149.11,169.23,168.24,122.77,132.39,138.42,142.41,146.85,167.77,161.4,123.28,133.8,134.76,139.83,143.26,170.03,164.99,121.73,127.55,132.12,133.52,139.67,161.3,152.04,119.18,121.3,131.29,138.63,144.4,173.11,159.68,127.65,110.06,122.46,125.41,131.06,152.38
"3204","county","Jackson County","transit","","Missouri","United States",100,105.05,95.95,94.65,72.39,95.2,84.79,85.24,104.3,94.05,98.85,103.4,94.2,77.94,99.75,100.75,106.8,98.95,111.26,100.5,89.09,105.6,128.21,129.61,102.1,104.35,98.8,79.34,102.5,99.2,93.4,86.89,118.71,117.11,86.99,102.55,105,106.1,108.2,107.25,104.15,81.44,96.45,101.6,101.95,98.25,105.2,101,85.49,96.1,108.05,96.9,96.6,116.01,108.45,78.74,88.14,110.91,110.41,92.9,91.2,79.09,62.38,73.44,67.43,65.03,64.38,61.13,57.13,41.37,51.38,40.97,51.18,49.87,49.82,45.87,51.03,53.88,54.63,46.12,50.43,40.07,46.32,43.82,42.82,53.23,54.18,47.12,48.47,46.27,33.07,53.88,53.18,50.73,42.27,45.47,44.12,39.17,50.58,52.88,44.02,44.02,45.22,47.97,40.07,50.18,52.63,57.08,56.28,53.43,43.07,40.92,46.27,57.48,52.58,49.12,56.73,43.52,36.07,46.47,39.82,50.43,52.33,55.78,52.33,52.28,57.03,68.68,63.58,60.73,56.23,57.93,47.77,49.82,62.73,62.38,53.18,69.93,55.73,54.78,65.03,74.49,64.63,65.08,72.74,66.68,49.12,67.53,66.23,61.78,59.88,74.54,66.73,69.18,68.53,76.04,70.19,74.59,71.19,66.68,55.23,66.83,75.64,75.59,81.19,82.29,70.69,55.28,70.19,69.18,69.18,78.69,68.03,56.18,60.73,78.44,79.84,77.29,75.34,76.99,72.54,67.48,80.04,74.34,67.38,78.99,81.19,72.29,60.53,64.53,70.59,75.64,69.18,73.69,65.28,57.53,66.28,69.18,59.58,68.68,77.94,63.73,61.98,71.29,78.49,77.19,72.99,82.09,74.84,57.28,73.24,74.74,73.59,68.63,80.74,67.73,60.28,75.49,77.24,75.04,72.99,83.99,76.59,76.29,85.09,80.94,70.74,79.49,77.29,64.93,55.18,69.23,68.13,77.59,79.59,80.34,75.79,57.58,66.03,74.34,66.78,77.04,76.44
"3205","county","Jackson County","walking","","Missouri","United States",100,109.02,107.9,106.89,93.22,227.15,148.29,92.03,98.14,82.83,95.63,132.95,227.9,128.12,94.58,98.96,103.56,109.27,175.25,249.91,243.82,131.03,259.13,582.56,117.55,147.54,201.39,100.59,96.72,108.05,90.88,111.98,225.6,278.47,166.03,124.93,103.52,100.86,113.92,152.26,211.67,110.83,99.76,102.45,108.06,126.78,181.23,247.39,125.67,104.89,116.55,120.34,125.8,203.42,256.56,135.74,96.03,135.6,151.69,120.03,127.87,129.98,71.9,78.6,67.74,65.14,73.53,71.22,65.93,44.37,58.53,45.14,57.25,67.92,65.53,69.91,56.66,61.09,64.6,68.43,62.64,54.54,62.32,52.19,56.51,70.92,70.79,64.13,74.44,73.14,39.27,59.09,63.16,67.63,56.69,71.6,79.91,67.26,76.99,80.13,65.33,82.06,74.54,91.81,76.68,78.37,77.8,80.95,92.37,97.49,113.56,78.42,66.8,91.83,85.51,79.28,111.22,108.43,76.3,75.77,69.67,97.92,106.19,132.03,140.09,103.74,114.52,128.16,129.72,130.13,150.57,160.49,114.01,97.4,118.91,123.9,118.94,185.95,194.23,154.67,144.17,148.78,149.8,140.85,174.21,168.79,125.47,132.55,135.81,145.38,154.79,187.4,206.76,130.93,134.4,148.07,152.29,171.93,185.33,217.02,121.49,145.08,158.67,165.9,168.73,207.15,217.54,139.38,151.17,151.72,157.76,170.95,183.54,144.38,127.08,148.15,154.9,160.18,169.32,214.07,224.13,146.86,154.74,158.43,151.31,168.72,208.48,223.17,137.85,133.37,151.12,158.77,163.56,219.97,234.5,139.31,137.36,150.56,150.8,157.52,207.66,241.19,150.32,164.22,172.9,169.39,173.42,227.98,252.03,143.99,141.97,148.72,157.73,165.28,225.8,237.74,156.15,156.16,151.26,167.34,170.4,226.36,247.78,151.42,150.03,159.42,151.48,163.03,205.95,221.49,141.38,131.57,151.14,155.64,161.01,230.68,268.06,185.56,125.81,137.89,133.71,144.75,189.94
"3214","county","Jasper County","driving","","Missouri","United States",100,99.33,99.41,104.53,111.51,129.03,81.49,105.76,95.66,86.41,94.7,109.78,115.96,83.29,96.39,95.6,91.27,100.43,126.39,127.47,78.75,97.67,91.33,61.33,92,120.07,125.77,91.81,95.66,99.38,97.83,113.67,155.33,143.15,98.29,116.26,102.89,103.65,106.49,136.2,139.12,93.48,102.29,106.62,107.04,113.9,139.35,149.02,107.25,106.89,107.08,114.1,120.48,145.61,139.46,103.68,105.13,113.58,118.96,119.12,139.77,117.18,89.74,95.41,92.67,90.39,87.48,94.91,77.47,56.59,79.04,73.15,79.13,81.28,87.22,74.83,59.97,73.29,75.5,78.07,75.98,77.14,68.88,58.39,68.93,69.11,77.76,79.64,85.28,68.01,44.98,76.83,79.95,88.89,91.84,94.41,88.72,67.65,91.45,93.25,85.49,99.48,104.04,95.38,78.12,95.45,91.18,102.98,112.97,123.99,104.98,85.34,102.24,117.21,119.21,119.44,147.89,131.03,90.36,NA,NA,121.59,138.08,145.04,139.52,112.52,134.85,137.12,143.83,149.83,182.51,160.84,123.77,122.38,142.54,142.58,150.65,190.44,175.04,133.89,145.87,135.66,151.75,166.76,203.19,186.69,143.54,147.05,150.04,157.9,170.72,212.67,196.35,152.38,157.2,158.01,159.7,181.95,219.03,190.72,137.31,154.54,157.74,165.29,178.47,212.1,190.46,157.07,164.49,159.21,174.38,196.59,186.55,123.74,142.46,165.27,163.15,170.11,164.41,205.31,187.78,145.15,160.21,160.5,172.56,180.33,211.65,204.92,153.33,166.11,158.56,173.42,186.75,219.55,188.42,148.96,157.67,155.93,164.08,173.56,200.83,182.16,149.58,168.08,165.95,164.14,170.92,201.04,180.92,148.04,157.72,156.07,166.92,174.53,215.01,189.78,149.45,171.87,158.96,162.26,178.32,204.7,177.56,138.91,150.26,150.37,149.14,158.56,193.08,167.03,132.73,146.23,156.56,149.84,171.77,222.26,190.73,134.36,159.53,152.04,148.25,161.82,188.61
