geo_type,region,transportation_type,alternative_name,sub-region,country,date,count
county,Finney County,driving,NA,Kansas,United States,2020-03-29,58.35
county,Finney County,driving,NA,Kansas,United States,2020-03-30,62.36
county,Finney County,driving,NA,Kansas,United States,2020-03-31,63.18
county,Finney County,driving,NA,Kansas,United States,2020-04-01,72.37
county,Finney County,driving,NA,Kansas,United States,2020-04-02,63.68
county,Finney County,driving,NA,Kansas,United States,2020-04-03,72.9
county,Finney County,driving,NA,Kansas,United States,2020-04-04,59.84
county,Finney County,driving,NA,Kansas,United States,2020-04-05,52
county,Finney County,driving,NA,Kansas,United States,2020-04-06,69.17
county,Finney County,driving,NA,Kansas,United States,2020-04-07,72.97
county,Finney County,driving,NA,Kansas,United States,2020-04-08,72.19
county,Finney County,driving,NA,Kansas,United States,2020-04-09,70.73
county,Finney County,driving,NA,Kansas,United States,2020-04-10,74.85
county,Finney County,driving,NA,Kansas,United States,2020-04-11,73.08
county,Finney County,driving,NA,Kansas,United States,2020-04-12,50.59
county,Finney County,driving,NA,Kansas,United States,2020-04-13,70.95
county,Finney County,driving,NA,Kansas,United States,2020-04-14,76.69
county,Finney County,driving,NA,Kansas,United States,2020-04-15,84.21
county,Finney County,driving,NA,Kansas,United States,2020-04-16,82.41
county,Finney County,driving,NA,Kansas,United States,2020-04-17,95.03
county,Finney County,driving,NA,Kansas,United States,2020-04-18,83.43
county,Finney County,driving,NA,Kansas,United States,2020-04-19,75.7
county,Finney County,driving,NA,Kansas,United States,2020-04-20,84.25
county,Finney County,driving,NA,Kansas,United States,2020-04-21,85.31
county,Finney County,driving,NA,Kansas,United States,2020-04-22,86.06
county,Finney County,driving,NA,Kansas,United States,2020-04-23,88.12
county,Finney County,driving,NA,Kansas,United States,2020-04-24,99.29
county,Finney County,driving,NA,Kansas,United States,2020-04-25,94.43
county,Finney County,driving,NA,Kansas,United States,2020-04-26,80.77
county,Finney County,driving,NA,Kansas,United States,2020-04-27,94.54
county,Finney County,driving,NA,Kansas,United States,2020-04-28,92.09
county,Finney County,driving,NA,Kansas,United States,2020-04-29,98.86
county,Finney County,driving,NA,Kansas,United States,2020-04-30,99.22
county,Finney County,driving,NA,Kansas,United States,2020-05-01,116.64
county,Finney County,driving,NA,Kansas,United States,2020-05-02,97.16
county,Finney County,driving,NA,Kansas,United States,2020-05-03,79.21
county,Finney County,driving,NA,Kansas,United States,2020-05-04,91.84
county,Finney County,driving,NA,Kansas,United States,2020-05-05,103.69
county,Finney County,driving,NA,Kansas,United States,2020-05-06,111.07
county,Finney County,driving,NA,Kansas,United States,2020-05-07,107.52
county,Finney County,driving,NA,Kansas,United States,2020-05-08,113.94
county,Finney County,driving,NA,Kansas,United States,2020-05-09,103.16
county,Finney County,driving,NA,Kansas,United States,2020-05-10,80.67
county,Finney County,driving,NA,Kansas,United States,2020-05-11,NA
county,Finney County,driving,NA,Kansas,United States,2020-05-12,NA
county,Finney County,driving,NA,Kansas,United States,2020-05-13,109.72
county,Finney County,driving,NA,Kansas,United States,2020-05-14,112.34
county,Finney County,driving,NA,Kansas,United States,2020-05-15,133.31
county,Finney County,driving,NA,Kansas,United States,2020-05-16,119.76
county,Finney County,driving,NA,Kansas,United States,2020-05-17,102.06
county,Finney County,driving,NA,Kansas,United States,2020-05-18,127.7
county,Finney County,driving,NA,Kansas,United States,2020-05-19,128.8
county,Finney County,driving,NA,Kansas,United States,2020-05-20,134.91
county,Finney County,driving,NA,Kansas,United States,2020-05-21,136.86
county,Finney County,driving,NA,Kansas,United States,2020-05-22,161.37
county,Finney County,driving,NA,Kansas,United States,2020-05-23,144.63
county,Finney County,driving,NA,Kansas,United States,2020-05-24,112.63
county,Finney County,driving,NA,Kansas,United States,2020-05-25,113.05
county,Finney County,driving,NA,Kansas,United States,2020-05-26,126.11
county,Finney County,driving,NA,Kansas,United States,2020-05-27,128.98
county,Finney County,driving,NA,Kansas,United States,2020-05-28,150.76
county,Finney County,driving,NA,Kansas,United States,2020-05-29,164.46
county,Finney County,driving,NA,Kansas,United States,2020-05-30,141.08
county,Finney County,driving,NA,Kansas,United States,2020-05-31,115.86
county,Finney County,driving,NA,Kansas,United States,2020-06-01,130.86
county,Finney County,driving,NA,Kansas,United States,2020-06-02,149.27
county,Finney County,driving,NA,Kansas,United States,2020-06-03,139.84
county,Finney County,driving,NA,Kansas,United States,2020-06-04,155.37
county,Finney County,driving,NA,Kansas,United States,2020-06-05,172.08
county,Finney County,driving,NA,Kansas,United States,2020-06-06,157.54
county,Finney County,driving,NA,Kansas,United States,2020-06-07,126.39
county,Finney County,driving,NA,Kansas,United States,2020-06-08,147.78
county,Finney County,driving,NA,Kansas,United States,2020-06-09,123.34
county,Finney County,driving,NA,Kansas,United States,2020-06-10,159.31
county,Finney County,driving,NA,Kansas,United States,2020-06-11,163.6
county,Finney County,driving,NA,Kansas,United States,2020-06-12,168.22
county,Finney County,driving,NA,Kansas,United States,2020-06-13,167.79
county,Finney County,driving,NA,Kansas,United States,2020-06-14,125.75
county,Finney County,driving,NA,Kansas,United States,2020-06-15,147.5
county,Finney County,driving,NA,Kansas,United States,2020-06-16,164.38
county,Finney County,driving,NA,Kansas,United States,2020-06-17,159.56
county,Finney County,driving,NA,Kansas,United States,2020-06-18,165.2
county,Finney County,driving,NA,Kansas,United States,2020-06-19,190.67
county,Finney County,driving,NA,Kansas,United States,2020-06-20,184.53
county,Finney County,driving,NA,Kansas,United States,2020-06-21,140.9
county,Finney County,driving,NA,Kansas,United States,2020-06-22,160.8
county,Finney County,driving,NA,Kansas,United States,2020-06-23,173.47
county,Finney County,driving,NA,Kansas,United States,2020-06-24,168.64
county,Finney County,driving,NA,Kansas,United States,2020-06-25,170.91
county,Finney County,driving,NA,Kansas,United States,2020-06-26,196.81
county,Finney County,driving,NA,Kansas,United States,2020-06-27,223.55
county,Finney County,driving,NA,Kansas,United States,2020-06-28,163.78
county,Finney County,driving,NA,Kansas,United States,2020-06-29,155.69
county,Finney County,driving,NA,Kansas,United States,2020-06-30,155.87
county,Finney County,driving,NA,Kansas,United States,2020-07-01,166.48
county,Finney County,driving,NA,Kansas,United States,2020-07-02,183.93
county,Finney County,driving,NA,Kansas,United States,2020-07-03,187.02
county,Finney County,driving,NA,Kansas,United States,2020-07-04,155.91
county,Finney County,driving,NA,Kansas,United States,2020-07-05,138.81
county,Finney County,driving,NA,Kansas,United States,2020-07-06,163.82
county,Finney County,driving,NA,Kansas,United States,2020-07-07,163.75
county,Finney County,driving,NA,Kansas,United States,2020-07-08,170.88
county,Finney County,driving,NA,Kansas,United States,2020-07-09,170.31
county,Finney County,driving,NA,Kansas,United States,2020-07-10,200.85
county,Finney County,driving,NA,Kansas,United States,2020-07-11,196.31
county,Finney County,driving,NA,Kansas,United States,2020-07-12,150.48
county,Finney County,driving,NA,Kansas,United States,2020-07-13,154.03
county,Finney County,driving,NA,Kansas,United States,2020-07-14,158.57
county,Finney County,driving,NA,Kansas,United States,2020-07-15,165.56
county,Finney County,driving,NA,Kansas,United States,2020-07-16,167.36
county,Finney County,driving,NA,Kansas,United States,2020-07-17,196.17
county,Finney County,driving,NA,Kansas,United States,2020-07-18,202.94
county,Finney County,driving,NA,Kansas,United States,2020-07-19,150.83
county,Finney County,driving,NA,Kansas,United States,2020-07-20,153.92
county,Finney County,driving,NA,Kansas,United States,2020-07-21,157.75
county,Finney County,driving,NA,Kansas,United States,2020-07-22,158.78
county,Finney County,driving,NA,Kansas,United States,2020-07-23,172.51
county,Finney County,driving,NA,Kansas,United States,2020-07-24,195.18
county,Finney County,driving,NA,Kansas,United States,2020-07-25,202.09
county,Finney County,driving,NA,Kansas,United States,2020-07-26,148.1
county,Finney County,driving,NA,Kansas,United States,2020-07-27,160.84
county,Finney County,driving,NA,Kansas,United States,2020-07-28,164.24
county,Finney County,driving,NA,Kansas,United States,2020-07-29,158.67
county,Finney County,driving,NA,Kansas,United States,2020-07-30,173.11
county,Finney County,driving,NA,Kansas,United States,2020-07-31,199.11
county,Finney County,driving,NA,Kansas,United States,2020-08-01,190.56
county,Finney County,driving,NA,Kansas,United States,2020-08-02,148.78
county,Finney County,driving,NA,Kansas,United States,2020-08-03,173.32
county,Finney County,driving,NA,Kansas,United States,2020-08-04,158.21
county,Finney County,driving,NA,Kansas,United States,2020-08-05,164.24
county,Finney County,driving,NA,Kansas,United States,2020-08-06,160.62
county,Finney County,driving,NA,Kansas,United States,2020-08-07,193.86
county,Finney County,driving,NA,Kansas,United States,2020-08-08,206.07
county,Finney County,driving,NA,Kansas,United States,2020-08-09,144.41
county,Finney County,driving,NA,Kansas,United States,2020-08-10,164.99
county,Finney County,driving,NA,Kansas,United States,2020-08-11,152.47
county,Finney County,driving,NA,Kansas,United States,2020-08-12,172.19
county,Finney County,driving,NA,Kansas,United States,2020-08-13,179.28
county,Finney County,driving,NA,Kansas,United States,2020-08-14,211.39
county,Finney County,driving,NA,Kansas,United States,2020-08-15,219.79
county,Finney County,driving,NA,Kansas,United States,2020-08-16,141.58
county,Finney County,driving,NA,Kansas,United States,2020-08-17,163.18
county,Finney County,driving,NA,Kansas,United States,2020-08-18,164.14
county,Finney County,driving,NA,Kansas,United States,2020-08-19,160.02
county,Finney County,driving,NA,Kansas,United States,2020-08-20,172.01
county,Finney County,driving,NA,Kansas,United States,2020-08-21,190.28
county,Finney County,driving,NA,Kansas,United States,2020-08-22,197.73
county,Finney County,driving,NA,Kansas,United States,2020-08-23,139.94
county,Finney County,driving,NA,Kansas,United States,2020-08-24,151.12
county,Finney County,driving,NA,Kansas,United States,2020-08-25,148.53
county,Finney County,driving,NA,Kansas,United States,2020-08-26,162.22
county,Finney County,driving,NA,Kansas,United States,2020-08-27,156.65
county,Finney County,driving,NA,Kansas,United States,2020-08-28,173.57
county,Finney County,driving,NA,Kansas,United States,2020-08-29,166.05
county,Finney County,driving,NA,Kansas,United States,2020-08-30,139.48
county,Finney County,driving,NA,Kansas,United States,2020-08-31,146.4
county,Finney County,driving,NA,Kansas,United States,2020-09-01,157.86
county,Finney County,driving,NA,Kansas,United States,2020-09-02,153
county,Finney County,driving,NA,Kansas,United States,2020-09-03,181.66
county,Finney County,driving,NA,Kansas,United States,2020-09-04,203.48
county,Finney County,driving,NA,Kansas,United States,2020-09-05,200.78
county,Finney County,driving,NA,Kansas,United States,2020-09-06,157.82
county,Finney County,driving,NA,Kansas,United States,2020-09-07,144.7
county,Finney County,driving,NA,Kansas,United States,2020-09-08,137.21
county,Finney County,driving,NA,Kansas,United States,2020-09-09,142.07
county,Finney County,driving,NA,Kansas,United States,2020-09-10,143.74
county,Finney County,driving,NA,Kansas,United States,2020-09-11,194.25
county,Finney County,driving,NA,Kansas,United States,2020-09-12,208.27
county,Finney County,driving,NA,Kansas,United States,2020-09-13,134.91
county,Finney County,driving,NA,Kansas,United States,2020-09-14,153.25
county,Finney County,driving,NA,Kansas,United States,2020-09-15,143.63
county,Finney County,driving,NA,Kansas,United States,2020-09-16,164.81
county,Finney County,driving,NA,Kansas,United States,2020-09-17,163.75
county,Finney County,driving,NA,Kansas,United States,2020-09-18,180.53
county,Finney County,driving,NA,Kansas,United States,2020-09-19,177.76
county,Finney County,driving,NA,Kansas,United States,2020-09-20,129.76
county,Finney County,driving,NA,Kansas,United States,2020-09-21,158.03
county,Finney County,driving,NA,Kansas,United States,2020-09-22,151.12
county,Finney County,driving,NA,Kansas,United States,2020-09-23,151.22
county,Finney County,driving,NA,Kansas,United States,2020-09-24,160.38
county,Finney County,driving,NA,Kansas,United States,2020-09-25,188.79
county,Finney County,driving,NA,Kansas,United States,2020-09-26,203.65
county,Finney County,driving,NA,Kansas,United States,2020-09-27,140.97
county,Finney County,driving,NA,Kansas,United States,2020-09-28,137.78
county,Finney County,driving,NA,Kansas,United States,2020-09-29,129.02
county,Finney County,driving,NA,Kansas,United States,2020-09-30,150.83
county,Finney County,driving,NA,Kansas,United States,2020-10-01,145.73
county,Finney County,driving,NA,Kansas,United States,2020-10-02,179.53
county,Finney County,driving,NA,Kansas,United States,2020-10-03,180.17
county,Ford County,driving,NA,Kansas,United States,2020-01-13,100
county,Ford County,driving,NA,Kansas,United States,2020-01-14,102.66
county,Ford County,driving,NA,Kansas,United States,2020-01-15,112.91
county,Ford County,driving,NA,Kansas,United States,2020-01-16,116.18
county,Ford County,driving,NA,Kansas,United States,2020-01-17,118.34
county,Ford County,driving,NA,Kansas,United States,2020-01-18,119.24
county,Ford County,driving,NA,Kansas,United States,2020-01-19,90.32
county,Ford County,driving,NA,Kansas,United States,2020-01-20,101.14
county,Ford County,driving,NA,Kansas,United States,2020-01-21,102.94
county,Ford County,driving,NA,Kansas,United States,2020-01-22,103.47
county,Ford County,driving,NA,Kansas,United States,2020-01-23,109.27
county,Ford County,driving,NA,Kansas,United States,2020-01-24,126.06
county,Ford County,driving,NA,Kansas,United States,2020-01-25,142.89
county,Ford County,driving,NA,Kansas,United States,2020-01-26,92.97
county,Ford County,driving,NA,Kansas,United States,2020-01-27,120.42
county,Ford County,driving,NA,Kansas,United States,2020-01-28,80.76
county,Ford County,driving,NA,Kansas,United States,2020-01-29,125.2
county,Ford County,driving,NA,Kansas,United States,2020-01-30,121.24
county,Ford County,driving,NA,Kansas,United States,2020-01-31,118.42
county,Ford County,driving,NA,Kansas,United States,2020-02-01,120.71
county,Ford County,driving,NA,Kansas,United States,2020-02-02,92.77
county,Ford County,driving,NA,Kansas,United States,2020-02-03,100.82
county,Ford County,driving,NA,Kansas,United States,2020-02-04,100.25
county,Ford County,driving,NA,Kansas,United States,2020-02-05,98.41
county,Ford County,driving,NA,Kansas,United States,2020-02-06,130.43
county,Ford County,driving,NA,Kansas,United States,2020-02-07,147.67
county,Ford County,driving,NA,Kansas,United States,2020-02-08,141.01
county,Ford County,driving,NA,Kansas,United States,2020-02-09,98.9
county,Ford County,driving,NA,Kansas,United States,2020-02-10,108.58
county,Ford County,driving,NA,Kansas,United States,2020-02-11,123.77
county,Ford County,driving,NA,Kansas,United States,2020-02-12,113.07
county,Ford County,driving,NA,Kansas,United States,2020-02-13,116.18
county,Ford County,driving,NA,Kansas,United States,2020-02-14,135.78
county,Ford County,driving,NA,Kansas,United States,2020-02-15,136.03
county,Ford County,driving,NA,Kansas,United States,2020-02-16,119.61
county,Ford County,driving,NA,Kansas,United States,2020-02-17,108.62
county,Ford County,driving,NA,Kansas,United States,2020-02-18,106.66
county,Ford County,driving,NA,Kansas,United States,2020-02-19,112.99
county,Ford County,driving,NA,Kansas,United States,2020-02-20,113.93
county,Ford County,driving,NA,Kansas,United States,2020-02-21,134.64
county,Ford County,driving,NA,Kansas,United States,2020-02-22,149.47
county,Ford County,driving,NA,Kansas,United States,2020-02-23,110.78
county,Ford County,driving,NA,Kansas,United States,2020-02-24,110.42
county,Ford County,driving,NA,Kansas,United States,2020-02-25,116.63
county,Ford County,driving,NA,Kansas,United States,2020-02-26,121.61
county,Ford County,driving,NA,Kansas,United States,2020-02-27,123.98
county,Ford County,driving,NA,Kansas,United States,2020-02-28,141.34
county,Ford County,driving,NA,Kansas,United States,2020-02-29,166.22
county,Ford County,driving,NA,Kansas,United States,2020-03-01,133.99
county,Ford County,driving,NA,Kansas,United States,2020-03-02,132.07
county,Ford County,driving,NA,Kansas,United States,2020-03-03,126.06
county,Ford County,driving,NA,Kansas,United States,2020-03-04,120.02
county,Ford County,driving,NA,Kansas,United States,2020-03-05,139.3
county,Ford County,driving,NA,Kansas,United States,2020-03-06,151.35
county,Ford County,driving,NA,Kansas,United States,2020-03-07,144.32
county,Ford County,driving,NA,Kansas,United States,2020-03-08,116.99
county,Ford County,driving,NA,Kansas,United States,2020-03-09,114.99
county,Ford County,driving,NA,Kansas,United States,2020-03-10,139.79
county,Ford County,driving,NA,Kansas,United States,2020-03-11,155.56
county,Ford County,driving,NA,Kansas,United States,2020-03-12,155.96
county,Ford County,driving,NA,Kansas,United States,2020-03-13,146.57
county,Ford County,driving,NA,Kansas,United States,2020-03-14,138.4
county,Ford County,driving,NA,Kansas,United States,2020-03-15,111.11
county,Ford County,driving,NA,Kansas,United States,2020-03-16,118.71
county,Ford County,driving,NA,Kansas,United States,2020-03-17,114.83
county,Ford County,driving,NA,Kansas,United States,2020-03-18,106.29
county,Ford County,driving,NA,Kansas,United States,2020-03-19,102.82
county,Ford County,driving,NA,Kansas,United States,2020-03-20,113.15
county,Ford County,driving,NA,Kansas,United States,2020-03-21,98.2
county,Ford County,driving,NA,Kansas,United States,2020-03-22,79.45
county,Ford County,driving,NA,Kansas,United States,2020-03-23,88.56
county,Ford County,driving,NA,Kansas,United States,2020-03-24,92.4
county,Ford County,driving,NA,Kansas,United States,2020-03-25,86.15
county,Ford County,driving,NA,Kansas,United States,2020-03-26,102.7
county,Ford County,driving,NA,Kansas,United States,2020-03-27,101.14
county,Ford County,driving,NA,Kansas,United States,2020-03-28,81.17
county,Ford County,driving,NA,Kansas,United States,2020-03-29,69.98
county,Ford County,driving,NA,Kansas,United States,2020-03-30,69.2
county,Ford County,driving,NA,Kansas,United States,2020-03-31,73.57
county,Ford County,driving,NA,Kansas,United States,2020-04-01,79.62
county,Ford County,driving,NA,Kansas,United States,2020-04-02,73.69
county,Ford County,driving,NA,Kansas,United States,2020-04-03,75.98
county,Ford County,driving,NA,Kansas,United States,2020-04-04,68.5
county,Ford County,driving,NA,Kansas,United States,2020-04-05,58.17
county,Ford County,driving,NA,Kansas,United States,2020-04-06,79.74
county,Ford County,driving,NA,Kansas,United States,2020-04-07,77.53
county,Ford County,driving,NA,Kansas,United States,2020-04-08,80.64
county,Ford County,driving,NA,Kansas,United States,2020-04-09,77.37
county,Ford County,driving,NA,Kansas,United States,2020-04-10,91.67
county,Ford County,driving,NA,Kansas,United States,2020-04-11,83.66
county,Ford County,driving,NA,Kansas,United States,2020-04-12,55.88
county,Ford County,driving,NA,Kansas,United States,2020-04-13,74.88
county,Ford County,driving,NA,Kansas,United States,2020-04-14,81.58
county,Ford County,driving,NA,Kansas,United States,2020-04-15,77.74
county,Ford County,driving,NA,Kansas,United States,2020-04-16,89.05
county,Ford County,driving,NA,Kansas,United States,2020-04-17,87.21
county,Ford County,driving,NA,Kansas,United States,2020-04-18,68.79
county,Ford County,driving,NA,Kansas,United States,2020-04-19,67.12
county,Ford County,driving,NA,Kansas,United States,2020-04-20,81.05
county,Ford County,driving,NA,Kansas,United States,2020-04-21,86.52
county,Ford County,driving,NA,Kansas,United States,2020-04-22,82.97
county,Ford County,driving,NA,Kansas,United States,2020-04-23,95.67
county,Ford County,driving,NA,Kansas,United States,2020-04-24,101.18
county,Ford County,driving,NA,Kansas,United States,2020-04-25,79.86
county,Ford County,driving,NA,Kansas,United States,2020-04-26,64.05
county,Ford County,driving,NA,Kansas,United States,2020-04-27,84.48
county,Ford County,driving,NA,Kansas,United States,2020-04-28,85.95
county,Ford County,driving,NA,Kansas,United States,2020-04-29,92.52
county,Ford County,driving,NA,Kansas,United States,2020-04-30,95.38
county,Ford County,driving,NA,Kansas,United States,2020-05-01,101.31
county,Ford County,driving,NA,Kansas,United States,2020-05-02,86.85
county,Ford County,driving,NA,Kansas,United States,2020-05-03,79
county,Ford County,driving,NA,Kansas,United States,2020-05-04,86.52
county,Ford County,driving,NA,Kansas,United States,2020-05-05,97.55
county,Ford County,driving,NA,Kansas,United States,2020-05-06,98.45
county,Ford County,driving,NA,Kansas,United States,2020-05-07,101.67
county,Ford County,driving,NA,Kansas,United States,2020-05-08,109.4
county,Ford County,driving,NA,Kansas,United States,2020-05-09,97.18
county,Ford County,driving,NA,Kansas,United States,2020-05-10,85.29
county,Ford County,driving,NA,Kansas,United States,2020-05-11,NA
county,Ford County,driving,NA,Kansas,United States,2020-05-12,NA
county,Ford County,driving,NA,Kansas,United States,2020-05-13,109.35
county,Ford County,driving,NA,Kansas,United States,2020-05-14,118.95
county,Ford County,driving,NA,Kansas,United States,2020-05-15,120.67
county,Ford County,driving,NA,Kansas,United States,2020-05-16,114.91
county,Ford County,driving,NA,Kansas,United States,2020-05-17,112.66
county,Ford County,driving,NA,Kansas,United States,2020-05-18,123.45
county,Ford County,driving,NA,Kansas,United States,2020-05-19,129.98
county,Ford County,driving,NA,Kansas,United States,2020-05-20,144.04
county,Ford County,driving,NA,Kansas,United States,2020-05-21,140.97
county,Ford County,driving,NA,Kansas,United States,2020-05-22,154.33
county,Ford County,driving,NA,Kansas,United States,2020-05-23,137.58
county,Ford County,driving,NA,Kansas,United States,2020-05-24,130.8
county,Ford County,driving,NA,Kansas,United States,2020-05-25,119.2
county,Ford County,driving,NA,Kansas,United States,2020-05-26,134.35
county,Ford County,driving,NA,Kansas,United States,2020-05-27,142.4
county,Ford County,driving,NA,Kansas,United States,2020-05-28,144.49
county,Ford County,driving,NA,Kansas,United States,2020-05-29,154.62
county,Ford County,driving,NA,Kansas,United States,2020-05-30,138.19
county,Ford County,driving,NA,Kansas,United States,2020-05-31,120.22
county,Ford County,driving,NA,Kansas,United States,2020-06-01,137.62
county,Ford County,driving,NA,Kansas,United States,2020-06-02,150.53
county,Ford County,driving,NA,Kansas,United States,2020-06-03,146.73
county,Ford County,driving,NA,Kansas,United States,2020-06-04,148
county,Ford County,driving,NA,Kansas,United States,2020-06-05,173.24
county,Ford County,driving,NA,Kansas,United States,2020-06-06,171.24
county,Ford County,driving,NA,Kansas,United States,2020-06-07,132.84
county,Ford County,driving,NA,Kansas,United States,2020-06-08,143.67
county,Ford County,driving,NA,Kansas,United States,2020-06-09,127.49
county,Ford County,driving,NA,Kansas,United States,2020-06-10,147.55
county,Ford County,driving,NA,Kansas,United States,2020-06-11,168.59
county,Ford County,driving,NA,Kansas,United States,2020-06-12,176.63
county,Ford County,driving,NA,Kansas,United States,2020-06-13,176.47
county,Ford County,driving,NA,Kansas,United States,2020-06-14,156.54
county,Ford County,driving,NA,Kansas,United States,2020-06-15,161.19
county,Ford County,driving,NA,Kansas,United States,2020-06-16,160.91
county,Ford County,driving,NA,Kansas,United States,2020-06-17,175.9
county,Ford County,driving,NA,Kansas,United States,2020-06-18,173.12
county,Ford County,driving,NA,Kansas,United States,2020-06-19,208.09
county,Ford County,driving,NA,Kansas,United States,2020-06-20,189.17
county,Ford County,driving,NA,Kansas,United States,2020-06-21,168.71
county,Ford County,driving,NA,Kansas,United States,2020-06-22,165.44
county,Ford County,driving,NA,Kansas,United States,2020-06-23,178.84
county,Ford County,driving,NA,Kansas,United States,2020-06-24,182.48
county,Ford County,driving,NA,Kansas,United States,2020-06-25,189.79
county,Ford County,driving,NA,Kansas,United States,2020-06-26,207.6
county,Ford County,driving,NA,Kansas,United States,2020-06-27,205.07
county,Ford County,driving,NA,Kansas,United States,2020-06-28,179.33
county,Ford County,driving,NA,Kansas,United States,2020-06-29,177.53
county,Ford County,driving,NA,Kansas,United States,2020-06-30,189.26
county,Ford County,driving,NA,Kansas,United States,2020-07-01,182.72
county,Ford County,driving,NA,Kansas,United States,2020-07-02,194.08
county,Ford County,driving,NA,Kansas,United States,2020-07-03,204.86
county,Ford County,driving,NA,Kansas,United States,2020-07-04,179.21
county,Ford County,driving,NA,Kansas,United States,2020-07-05,190.77
county,Ford County,driving,NA,Kansas,United States,2020-07-06,177.29
county,Ford County,driving,NA,Kansas,United States,2020-07-07,193.63
county,Ford County,driving,NA,Kansas,United States,2020-07-08,177.25
county,Ford County,driving,NA,Kansas,United States,2020-07-09,195.71
county,Ford County,driving,NA,Kansas,United States,2020-07-10,230.19
county,Ford County,driving,NA,Kansas,United States,2020-07-11,219.65
county,Ford County,driving,NA,Kansas,United States,2020-07-12,185.01
county,Ford County,driving,NA,Kansas,United States,2020-07-13,180.02
county,Ford County,driving,NA,Kansas,United States,2020-07-14,181.13
county,Ford County,driving,NA,Kansas,United States,2020-07-15,183.62
county,Ford County,driving,NA,Kansas,United States,2020-07-16,202.45
county,Ford County,driving,NA,Kansas,United States,2020-07-17,220.71
county,Ford County,driving,NA,Kansas,United States,2020-07-18,276.02
county,Ford County,driving,NA,Kansas,United States,2020-07-19,178.88
county,Ford County,driving,NA,Kansas,United States,2020-07-20,165.07
county,Ford County,driving,NA,Kansas,United States,2020-07-21,146.32
county,Ford County,driving,NA,Kansas,United States,2020-07-22,166.71
county,Ford County,driving,NA,Kansas,United States,2020-07-23,193.59
county,Ford County,driving,NA,Kansas,United States,2020-07-24,227.66
county,Ford County,driving,NA,Kansas,United States,2020-07-25,228.1
county,Ford County,driving,NA,Kansas,United States,2020-07-26,182.6
county,Ford County,driving,NA,Kansas,United States,2020-07-27,183.13
county,Ford County,driving,NA,Kansas,United States,2020-07-28,200.9
county,Ford County,driving,NA,Kansas,United States,2020-07-29,223.41
county,Ford County,driving,NA,Kansas,United States,2020-07-30,231.45
county,Ford County,driving,NA,Kansas,United States,2020-07-31,276.27
county,Ford County,driving,NA,Kansas,United States,2020-08-01,275.33
county,Ford County,driving,NA,Kansas,United States,2020-08-02,230.92
county,Ford County,driving,NA,Kansas,United States,2020-08-03,196.9
county,Ford County,driving,NA,Kansas,United States,2020-08-04,181.33
county,Ford County,driving,NA,Kansas,United States,2020-08-05,202.66
county,Ford County,driving,NA,Kansas,United States,2020-08-06,190.73
county,Ford County,driving,NA,Kansas,United States,2020-08-07,208.17
county,Ford County,driving,NA,Kansas,United States,2020-08-08,216.75
county,Ford County,driving,NA,Kansas,United States,2020-08-09,196.45
county,Ford County,driving,NA,Kansas,United States,2020-08-10,178.35
county,Ford County,driving,NA,Kansas,United States,2020-08-11,186.23
county,Ford County,driving,NA,Kansas,United States,2020-08-12,181.62
county,Ford County,driving,NA,Kansas,United States,2020-08-13,186.89
county,Ford County,driving,NA,Kansas,United States,2020-08-14,216.26
county,Ford County,driving,NA,Kansas,United States,2020-08-15,189.26
county,Ford County,driving,NA,Kansas,United States,2020-08-16,176.39
county,Ford County,driving,NA,Kansas,United States,2020-08-17,172.51
county,Ford County,driving,NA,Kansas,United States,2020-08-18,169.73
county,Ford County,driving,NA,Kansas,United States,2020-08-19,170.22
county,Ford County,driving,NA,Kansas,United States,2020-08-20,187.17
county,Ford County,driving,NA,Kansas,United States,2020-08-21,204.04
county,Ford County,driving,NA,Kansas,United States,2020-08-22,202.7
county,Ford County,driving,NA,Kansas,United States,2020-08-23,156.99
county,Ford County,driving,NA,Kansas,United States,2020-08-24,157.84
county,Ford County,driving,NA,Kansas,United States,2020-08-25,147.39
county,Ford County,driving,NA,Kansas,United States,2020-08-26,163.36
county,Ford County,driving,NA,Kansas,United States,2020-08-27,167.24
county,Ford County,driving,NA,Kansas,United States,2020-08-28,177.66
county,Ford County,driving,NA,Kansas,United States,2020-08-29,175.25
county,Ford County,driving,NA,Kansas,United States,2020-08-30,172.88
county,Ford County,driving,NA,Kansas,United States,2020-08-31,163.77
county,Ford County,driving,NA,Kansas,United States,2020-09-01,168.42
county,Ford County,driving,NA,Kansas,United States,2020-09-02,166.99
county,Ford County,driving,NA,Kansas,United States,2020-09-03,178.06
county,Ford County,driving,NA,Kansas,United States,2020-09-04,228.1
county,Ford County,driving,NA,Kansas,United States,2020-09-05,219.36
county,Ford County,driving,NA,Kansas,United States,2020-09-06,194.81
county,Ford County,driving,NA,Kansas,United States,2020-09-07,181.94
county,Ford County,driving,NA,Kansas,United States,2020-09-08,152.25
county,Ford County,driving,NA,Kansas,United States,2020-09-09,146.81
county,Ford County,driving,NA,Kansas,United States,2020-09-10,172.51
county,Ford County,driving,NA,Kansas,United States,2020-09-11,205.64
county,Ford County,driving,NA,Kansas,United States,2020-09-12,226.67
county,Ford County,driving,NA,Kansas,United States,2020-09-13,158.7
county,Ford County,driving,NA,Kansas,United States,2020-09-14,157.03
county,Ford County,driving,NA,Kansas,United States,2020-09-15,163.81
county,Ford County,driving,NA,Kansas,United States,2020-09-16,169.69
